Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	alpha[11]	alpha[12]	alpha[13]	alpha[14]	alpha[15]	alpha[16]	alpha[17]	alpha[18]	alpha[19]	alpha[20]	alpha[21]	alpha[22]	alpha[23]	alpha[24]	clock_rate[1]	clock_rate[2]	clock_rate[3]	clock_rate[4]	clock_rate[5]	clock_rate[6]	clock_rate[7]	clock_rate[8]	clock_rate[9]	clock_rate[10]	clock_rate[11]	clock_rate[12]	clock_rate[13]	clock_rate[14]	clock_rate[15]	clock_rate[16]	clock_rate[17]	clock_rate[18]	clock_rate[19]	clock_rate[20]	clock_rate[21]	clock_rate[22]	clock_rate[23]	clock_rate[24]	extinction	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	kappa[11]	kappa[12]	kappa[13]	kappa[14]	kappa[15]	kappa[16]	kappa[17]	kappa[18]	kappa[19]	kappa[20]	kappa[21]	kappa[22]	kappa[23]	kappa[24]	log_clock_rate[1]	log_clock_rate[2]	log_clock_rate[3]	log_clock_rate[4]	log_clock_rate[5]	log_clock_rate[6]	log_clock_rate[7]	log_clock_rate[8]	log_clock_rate[9]	log_clock_rate[10]	log_clock_rate[11]	log_clock_rate[12]	log_clock_rate[13]	log_clock_rate[14]	log_clock_rate[15]	log_clock_rate[16]	log_clock_rate[17]	log_clock_rate[18]	log_clock_rate[19]	log_clock_rate[20]	log_clock_rate[21]	log_clock_rate[22]	log_clock_rate[23]	log_clock_rate[24]	relativeExtinction	root	speciation
710	-140660	-140374	-286.174	0.215763	0.196698	0.188898	0.187115	0.210185	0.197835	0.190545	0.185817	0.205796	0.196096	0.19546	0.220717	0.202807	0.213602	0.198858	0.190237	0.189145	0.165468	0.210788	0.210187	0.190404	0.187055	0.217602	0.191642	0.00617397	0.00598411	0.00592601	0.0063528	0.00637049	0.00577693	0.00656714	0.00675263	0.00652179	0.00579429	0.0057266	0.00587635	0.00606783	0.00677696	0.00609586	0.00633495	0.00583209	0.00653808	0.00618628	0.00592778	0.00614049	0.00617657	0.00620659	0.00659578	6.27662	3.98821	4.98296	5.64937	4.31183	4.95675	4.4771	5.24308	5.11874	5.23685	4.71743	5.21565	4.63253	4.89937	4.98762	4.48193	4.09796	3.84989	5.55561	4.89779	4.78486	4.61595	5.46837	5.37834	4.43041	-2.20944	-2.223	-2.22724	-2.19703	-2.19583	-2.2383	-2.18262	-2.17053	-2.18563	-2.237	-2.2421	-2.23089	-2.21697	-2.16896	-2.21496	-2.19826	-2.23418	-2.18455	-2.20857	-2.22711	-2.2118	-2.20925	-2.20715	-2.18073	0.997918	73.0016	6.28972
720	-140654	-140372	-282.189	0.197631	0.214014	0.231568	0.198395	0.203689	0.198433	0.210416	0.207171	0.213207	0.185274	0.196946	0.211757	0.19832	0.219364	0.206821	0.193484	0.18209	0.20264	0.211141	0.216763	0.204587	0.199784	0.192933	0.176608	0.0063928	0.00669342	0.00596565	0.00655039	0.00616327	0.00676373	0.00704125	0.00632586	0.00662944	0.00546539	0.00601129	0.00612811	0.00628269	0.00649474	0.00539248	0.00666618	0.00655368	0.00599325	0.00659714	0.00633298	0.00605428	0.00698297	0.0063107	0.00638486	3.08932	5.37249	5.70955	4.78664	4.52016	4.90777	4.98467	4.76003	4.195	4.61635	5.22533	5.11641	5.26896	4.85767	4.75288	4.81569	5.06177	4.39135	4.43188	4.89807	4.73983	5.34417	5.51259	4.90999	4.55557	-2.19431	-2.17435	-2.22434	-2.18373	-2.21019	-2.16981	-2.15235	-2.19888	-2.17852	-2.26238	-2.22103	-2.21267	-2.20185	-2.18744	-2.26821	-2.17612	-2.18351	-2.22234	-2.18064	-2.19839	-2.21794	-2.15596	-2.19992	-2.19485	0.999359	73.0016	3.09131
730	-140637	-140352	-284.595	0.195666	0.204977	0.187913	0.188893	0.201387	0.19685	0.191774	0.204708	0.207621	0.196884	0.216172	0.190257	0.217513	0.197256	0.225769	0.204095	0.201876	0.199188	0.188935	0.189255	0.183801	0.204152	0.190565	0.216409	0.0063928	0.00599833	0.00618648	0.00645502	0.00660319	0.00625193	0.00695608	0.00657382	0.00588517	0.0067874	0.00574723	0.00686714	0.00667664	0.00596816	0.00605316	0.00627801	0.00666306	0.00558284	0.00589288	0.0064321	0.00679773	0.00571413	0.00557783	0.00632485	3.11015	5.20373	5.56625	5.13785	5.2787	4.73269	5.66288	5.62031	4.91315	5.09494	5.04114	5.40336	4.83868	5.12757	4.91896	5.27811	4.78684	5.04794	5.68414	5.01289	4.69808	5.05023	5.09447	4.79186	4.25211	-2.19431	-2.22197	-2.20856	-2.1901	-2.18025	-2.20399	-2.15764	-2.18218	-2.23024	-2.1683	-2.24054	-2.16322	-2.17544	-2.22416	-2.21802	-2.20218	-2.17633	-2.25314	-2.22967	-2.19165	-2.16764	-2.24305	-2.25353	-2.19895	0.999436	73.0016	3.11191
740	-140649	-140366	-282.337	0.197059	0.195492	0.223414	0.18416	0.206499	0.198231	0.21043	0.22497	0.19697	0.182548	0.17701	0.210051	0.185697	0.196737	0.180768	0.191323	0.203777	0.183207	0.174276	0.207734	0.187223	0.179403	0.196038	0.207642	0.0069582	0.00676702	0.00601476	0.00659277	0.00604339	0.00687959	0.00616606	0.00616976	0.00597004	0.0060538	0.00660931	0.00676141	0.00644789	0.00598697	0.00647661	0.00655183	0.00585333	0.00635889	0.0060551	0.00594777	0.00644925	0.00631731	0.00577687	0.00683986	2.50952	4.67116	5.0011	6.02284	4.68948	4.98772	3.98234	4.36331	5.07417	5.21598	5.93657	4.86169	4.91985	5.05202	4.82943	5.19438	5.17551	5.88586	5.35833	4.48851	4.55519	6.15039	5.54934	5.13799	3.72142	-2.1575	-2.1696	-2.22078	-2.18093	-2.21872	-2.16244	-2.20999	-2.20973	-2.22402	-2.21797	-2.17984	-2.16996	-2.19058	-2.22279	-2.18865	-2.18364	-2.2326	-2.19662	-2.21788	-2.22565	-2.19049	-2.19947	-2.23831	-2.16495	0.993068	75.5536	2.52704
750	-140637	-140357	-279.704	0.187604	0.18183	0.199162	0.185364	0.184493	0.212709	0.201631	0.227833	0.211876	0.193003	0.189635	0.208751	0.175134	0.180956	0.190645	0.196764	0.184216	0.204473	0.197341	0.199613	0.202237	0.203199	0.188811	0.187793	0.00561453	0.00682565	0.00617098	0.00595564	0.00611236	0.00616735	0.00653018	0.00654901	0.0058262	0.00620337	0.00639581	0.00586841	0.00653201	0.00618633	0.00644591	0.00655183	0.00591928	0.00668405	0.0061686	0.00654152	0.00737969	0.00615381	0.00628772	0.0064949	2.71013	4.88365	4.65701	4.21206	4.6951	4.98772	4.30108	5.23696	4.80525	5.43901	4.68192	4.55193	4.9748	5.6887	5.66173	4.86099	4.19203	5.20935	4.40972	5.85988	4.74141	5.25198	4.91282	4.63328	4.76797	-2.25069	-2.16586	-2.20965	-2.22507	-2.21379	-2.2099	-2.18507	-2.18382	-2.23461	-2.20737	-2.1941	-2.23148	-2.18495	-2.20857	-2.19072	-2.18364	-2.22773	-2.17496	-2.20981	-2.18432	-2.13196	-2.21086	-2.20151	-2.18743	0.999785	75.5536	2.71071
760	-140652	-140369	-282.864	0.181069	0.197615	0.194485	0.185891	0.19215	0.174772	0.213234	0.202956	0.187735	0.169767	0.231019	0.189558	0.19028	0.181617	0.185917	0.195853	0.187555	0.179813	0.208208	0.168128	0.20548	0.202506	0.196933	0.197241	0.00602153	0.0065112	0.00656541	0.00727618	0.00618123	0.00663246	0.00655011	0.00602345	0.00617906	0.00583006	0.00676246	0.00670255	0.00617058	0.00632558	0.0067671	0.00692816	0.00705506	0.00569605	0.00668026	0.00641093	0.0067308	0.00620912	0.00673534	0.00731247	3.14463	4.88365	5.7951	4.50347	5.52108	4.58259	5.49614	5.41417	4.55268	4.72133	5.58892	4.77113	5.36675	5.2315	4.67221	5.14888	5.22277	5.20631	4.52572	5.04632	5.33988	4.91295	4.59353	4.9047	5.46069	-2.22029	-2.18634	-2.18274	-2.1381	-2.20893	-2.17833	-2.18375	-2.22015	-2.20908	-2.23433	-2.1699	-2.17376	-2.20967	-2.1989	-2.1696	-2.15938	-2.1515	-2.24443	-2.17521	-2.19308	-2.17193	-2.20697	-2.17164	-2.13594	0.992938	75.5536	3.167
770	-140655	-140372	-282.773	0.209829	0.211117	0.190225	0.214434	0.21876	0.179197	0.19738	0.186422	0.181805	0.199452	0.195529	0.199058	0.205013	0.216261	0.205048	0.189658	0.181365	0.214618	0.186376	0.17982	0.197752	0.213623	0.202491	0.192359	0.00625244	0.00658325	0.00668245	0.00657733	0.00732665	0.00606903	0.00644432	0.00558747	0.0062694	0.00661555	0.00592502	0.00613633	0.00576084	0.00610766	0.00715888	0.00580267	0.0058613	0.00596498	0.00657116	0.00615776	0.00640614	0.0062352	0.0070536	0.00605393	4.90817	3.55871	4.81001	4.31789	5.93968	5.08872	4.67275	4.84291	5.8415	3.88322	5.70581	4.77666	4.60293	4.65652	4.58945	5.2093	5.65944	5.50545	5.84268	5.11272	4.63031	5.15813	4.07082	4.50069	4.99125	-2.20395	-2.18156	-2.17506	-2.18195	-2.13509	-2.21688	-2.19082	-2.25278	-2.20277	-2.17943	-2.22731	-2.21209	-2.23951	-2.21413	-2.14515	-2.23637	-2.23201	-2.22439	-2.18236	-2.21058	-2.1934	-2.20515	-2.15159	-2.21796	0.995363	75.5536	4.93103
780	-140654	-140370	-283.807	0.178279	0.188165	0.197403	0.185163	0.201629	0.175118	0.212317	0.198962	0.19583	0.193901	0.212845	0.18779	0.193734	0.219205	0.196042	0.184963	0.185639	0.194139	0.20534	0.203885	0.184056	0.187037	0.180732	0.190834	0.00625708	0.00608483	0.00648292	0.00691087	0.00653285	0.00651144	0.00624823	0.00571709	0.00623189	0.0059722	0.00620255	0.00603997	0.00600366	0.00615287	0.00621933	0.00586342	0.00646341	0.00664436	0.00622845	0.00630705	0.00646288	0.00676631	0.00611301	0.00652262	3.16345	4.15918	4.94654	4.00536	4.86396	4.66128	5.41141	4.99363	5.45609	4.42824	4.00161	5.20907	5.56863	4.69824	4.52717	5.62874	5.85691	4.23801	5.67356	6.18587	5.00568	5.70119	5.1464	5.22502	4.35492	-2.20363	-2.21575	-2.18823	-2.16047	-2.1849	-2.18632	-2.20424	-2.24282	-2.20538	-2.22387	-2.20743	-2.21897	-2.22158	-2.21092	-2.20626	-2.23185	-2.18954	-2.17755	-2.20562	-2.20017	-2.18957	-2.16965	-2.21374	-2.18558	0.985308	75.5536	3.21062
790	-140653	-140369	-284.179	0.19219	0.189696	0.167836	0.205652	0.189705	0.185024	0.167944	0.22322	0.187835	0.190093	0.199074	0.203805	0.190178	0.181357	0.197821	0.187108	0.193197	0.178489	0.206998	0.184846	0.18658	0.2115	0.225994	0.183744	0.00640366	0.00584193	0.0061436	0.0064518	0.00666354	0.00702933	0.00620905	0.00597244	0.00645476	0.0067884	0.00616383	0.00636356	0.00681814	0.00599773	0.00673777	0.00624126	0.00605808	0.00661244	0.00579966	0.00628853	0.00598971	0.00601024	0.0060142	0.00604085	2.87532	5.05047	4.37871	4.84955	5.08924	4.61711	5.48143	5.13631	5.44179	4.16143	5.01762	5.25685	5.48756	4.8197	5.11624	4.89334	4.87249	5.11713	5.63148	5.77336	5.30649	5.41667	4.99358	4.48683	4.43745	-2.19357	-2.23344	-2.21158	-2.19032	-2.17629	-2.15309	-2.20697	-2.22385	-2.19012	-2.16823	-2.21015	-2.1963	-2.16633	-2.22201	-2.17148	-2.20473	-2.21766	-2.17964	-2.2366	-2.20145	-2.22259	-2.22111	-2.22082	-2.2189	0.982756	76.5362	2.92578
800	-140648	-140367	-280.4	0.20997	0.20768	0.180369	0.176479	0.192338	0.221362	0.182891	0.190877	0.205966	0.183902	0.172207	0.191465	0.171467	0.21006	0.186678	0.176651	0.180815	0.198419	0.188023	0.18412	0.21408	0.199349	0.211292	0.19613	0.00602861	0.00647155	0.00628807	0.00711822	0.00636568	0.00595151	0.00620905	0.00649108	0.00618835	0.00645279	0.00625712	0.0060109	0.00662511	0.00605002	0.00718383	0.00605441	0.00616601	0.00573372	0.00588911	0.00628853	0.00626804	0.00671439	0.0069128	0.00601577	2.56302	4.61509	4.8592	4.47921	5.41198	4.85479	4.86267	5.63121	5.4859	5.10909	5.59203	4.53566	4.77787	4.45676	5.03725	5.86303	4.77908	4.88227	4.14095	4.26168	4.88716	4.83221	5.26119	5.03414	4.9841	-2.21978	-2.18899	-2.20148	-2.14763	-2.19616	-2.22537	-2.20697	-2.18768	-2.20842	-2.19025	-2.20363	-2.22106	-2.17881	-2.21824	-2.14364	-2.21793	-2.21	-2.24156	-2.22995	-2.20145	-2.20287	-2.17299	-2.16035	-2.22071	0.995226	76.5362	2.57532
810	-140647	-140363	-283.59	0.195056	0.187757	0.199298	0.206905	0.184613	0.21119	0.173413	0.188591	0.222015	0.20115	0.20242	0.198135	0.193399	0.175605	0.196232	0.215774	0.181335	0.177803	0.205439	0.188612	0.187352	0.220309	0.191119	0.218192	0.00600502	0.00682866	0.005261	0.00687464	0.00647704	0.00600263	0.00583551	0.00758742	0.00572803	0.00646024	0.00713157	0.00638696	0.00653697	0.00601924	0.0066499	0.00646848	0.00630256	0.00666932	0.00605998	0.00631943	0.00655754	0.00592153	0.00616829	0.00669068	3.15212	5.044	4.52957	4.82099	5.05632	5.54104	4.92706	5.04366	5.62384	5.73242	5.30519	4.78338	4.75225	4.91819	5.01981	4.30409	4.68224	4.83307	4.55201	5.08962	5.05058	4.89631	4.9896	4.83745	4.99674	-2.22149	-2.16566	-2.27893	-2.16275	-2.18862	-2.22166	-2.23392	-2.11991	-2.24199	-2.18975	-2.14681	-2.19471	-2.18462	-2.22046	-2.17718	-2.1892	-2.20048	-2.17592	-2.21753	-2.19932	-2.18326	-2.22757	-2.20984	-2.17453	0.984437	76.5362	3.20195
820	-140657	-140376	-280.985	0.188346	0.178011	0.19959	0.205719	0.170985	0.195084	0.185007	0.170752	0.187524	0.190478	0.193355	0.210812	0.193491	0.193886	0.164357	0.228246	0.205422	0.168552	0.16595	0.180904	0.202565	0.182161	0.200455	0.192174	0.00571775	0.00573818	0.00569441	0.00644204	0.00610973	0.00614875	0.00587984	0.00666656	0.00656313	0.00623221	0.005972	0.00638696	0.00617538	0.00688819	0.00616766	0.00650334	0.00579923	0.00575292	0.00616305	0.00617855	0.00642968	0.00613455	0.00586466	0.0061478	2.37404	5.16528	4.99176	4.69068	4.83146	4.76381	4.33477	5.04291	4.92118	5.81049	4.71975	5.41335	5.4557	5.45349	5.36792	4.97274	4.77831	4.33035	5.17192	5.33571	4.49979	4.67009	4.89023	5.07234	4.73417	-2.24278	-2.24123	-2.24455	-2.19098	-2.21398	-2.21121	-2.23063	-2.1761	-2.18289	-2.20536	-2.22388	-2.19471	-2.20934	-2.16189	-2.20988	-2.18686	-2.23663	-2.24011	-2.2102	-2.20911	-2.19181	-2.21222	-2.23176	-2.21128	0.994114	77.0239	2.3881
830	-140662	-140381	-280.982	0.194663	0.209175	0.191967	0.186915	0.1731	0.202691	0.20372	0.186377	0.185907	0.179863	0.166635	0.193022	0.194233	0.196672	0.207563	0.200654	0.187516	0.218647	0.190237	0.226246	0.198006	0.226163	0.194531	0.180364	0.00652158	0.00659978	0.00658596	0.00677556	0.00581048	0.00685704	0.00632905	0.00654529	0.00639586	0.00591842	0.00632887	0.00659655	0.00549077	0.00601128	0.00661073	0.00598887	0.0057573	0.00661839	0.00622155	0.00656129	0.00720703	0.00585937	0.00609072	0.0059751	2.77796	5.54077	4.76219	4.85723	5.44693	5.13059	5.91241	4.61883	5.1353	4.30443	4.74553	4.81412	4.66337	5.38673	5.26772	4.68252	4.36952	4.9603	5.44197	5.03298	4.90593	5.63522	4.92337	4.14736	5.76558	-2.18565	-2.18047	-2.18138	-2.16906	-2.23579	-2.16386	-2.19866	-2.18407	-2.1941	-2.22779	-2.19867	-2.18068	-2.26037	-2.22103	-2.17975	-2.22266	-2.23978	-2.17925	-2.2061	-2.18301	-2.14224	-2.23215	-2.21533	-2.22365	0.99728	76.334	2.78553
840	-140655	-140372	-282.793	0.191944	0.187519	0.203162	0.179377	0.194353	0.20086	0.208145	0.205397	0.235409	0.191755	0.199365	0.192072	0.172349	0.183169	0.206825	0.185653	0.191015	0.195192	0.183933	0.180454	0.190262	0.211488	0.18151	0.195869	0.00634433	0.00659978	0.00654665	0.00626116	0.00661615	0.00569814	0.00653526	0.00638233	0.00609838	0.00603535	0.00618982	0.00636471	0.00697287	0.00623486	0.00685457	0.00586378	0.00583767	0.00675074	0.00594142	0.00648642	0.00612215	0.00680863	0.00687009	0.00576995	3.42145	4.67031	4.83574	5.16784	4.92938	5.29912	4.86718	4.82632	4.80516	4.6605	5.03602	4.61728	4.98188	5.54203	4.45002	4.89072	5.80828	4.22536	5.00458	4.4048	5.88485	5.60854	5.48328	5.73113	5.63024	-2.19761	-2.18047	-2.18398	-2.20334	-2.17939	-2.24427	-2.18474	-2.19502	-2.21479	-2.2193	-2.20832	-2.19622	-2.15659	-2.20517	-2.16402	-2.23182	-2.23376	-2.17065	-2.22611	-2.18799	-2.2131	-2.16694	-2.16304	-2.23883	0.99803	74.3188	3.42821
850	-140655	-140373	-282.552	0.193649	0.188561	0.202436	0.199556	0.189078	0.211437	0.16638	0.209472	0.196469	0.191761	0.188265	0.186172	0.197538	0.155898	0.195943	0.209394	0.211687	0.186448	0.181615	0.175217	0.18823	0.206491	0.216306	0.210405	0.00644066	0.00616714	0.00685953	0.00579647	0.00625668	0.00637376	0.00574886	0.00623347	0.005885	0.0061214	0.00683474	0.00623317	0.00615041	0.00578781	0.00680751	0.00599928	0.00596258	0.00636995	0.00651418	0.00699004	0.00599046	0.00613247	0.00638126	0.00611975	2.98845	5.30184	5.5078	5.95422	5.00152	5.33914	4.93302	4.55486	5.115	5.8389	5.71705	5.19114	5.13421	5.47374	5.37862	4.84765	4.13196	4.65849	4.76313	5.29554	5.03748	4.44793	4.83305	5.64575	5.23036	-2.19107	-2.20992	-2.16371	-2.23684	-2.20366	-2.1956	-2.24042	-2.20527	-2.23025	-2.21315	-2.16528	-2.20529	-2.2111	-2.23749	-2.16701	-2.2219	-2.22457	-2.19586	-2.18614	-2.15552	-2.22254	-2.21236	-2.19509	-2.21327	0.996677	76.555	2.99841
860	-140655	-140374	-281.751	0.189836	0.171858	0.190854	0.22487	0.224615	0.204326	0.172402	0.210674	0.179375	0.177324	0.202552	0.190055	0.190271	0.202768	0.203304	0.197206	0.186023	0.17396	0.193587	0.1763	0.20843	0.196689	0.188674	0.202466	0.00627632	0.00584949	0.00673175	0.00643377	0.00619593	0.00652725	0.0057644	0.00605438	0.00593449	0.00616015	0.00624568	0.00664694	0.00626853	0.00536649	0.00585875	0.00582219	0.0062114	0.00605395	0.00640151	0.0062098	0.00654195	0.00640292	0.00675335	0.00652375	1.97618	4.75682	5.22492	4.55442	4.50721	5.17878	5.13185	4.64938	5.09254	4.70871	4.78782	4.92156	4.73624	4.44433	4.73489	4.98437	3.96609	4.88216	4.85534	4.59031	4.95861	4.66814	4.9579	4.76163	5.16176	-2.20229	-2.23288	-2.17187	-2.19153	-2.20789	-2.18527	-2.23925	-2.21793	-2.22662	-2.21041	-2.20442	-2.17738	-2.20283	-2.27031	-2.2322	-2.23491	-2.20681	-2.21796	-2.19372	-2.20692	-2.18429	-2.19362	-2.17048	-2.1855	0.997359	73.6816	1.98142
870	-140660	-140376	-284.265	0.214284	0.190431	0.175713	0.201233	0.197486	0.199782	0.190583	0.192345	0.20888	0.196119	0.206896	0.193575	0.165881	0.222906	0.220151	0.218022	0.191618	0.187504	0.223528	0.226098	0.183913	0.206253	0.196178	0.174058	0.00601937	0.00613686	0.00640558	0.00665806	0.00600816	0.00601956	0.00599013	0.00685882	0.00622227	0.00589234	0.00661331	0.00664507	0.00623947	0.0061933	0.00658221	0.00632273	0.0062361	0.00671961	0.00613385	0.0052729	0.00684844	0.00640648	0.00634884	0.00673548	2.18848	5.12138	4.64016	4.89328	4.5525	5.58257	4.6627	4.82615	4.12989	4.58747	4.63062	5.44409	4.50487	5.04243	5.12767	5.44359	5.20617	5.55953	5.99647	5.62723	4.40475	5.24643	4.9367	5.27158	5.08469	-2.22045	-2.21205	-2.19344	-2.17665	-2.22126	-2.22044	-2.22256	-2.16375	-2.20605	-2.22971	-2.17958	-2.1775	-2.20485	-2.20808	-2.18163	-2.1991	-2.20509	-2.17266	-2.21227	-2.27795	-2.16441	-2.19338	-2.19731	-2.17163	0.993536	73.6816	2.20271
880	-140651	-140370	-281.523	0.19817	0.199927	0.20581	0.199339	0.178205	0.211986	0.196902	0.210837	0.191771	0.206565	0.218556	0.190648	0.244927	0.188558	0.192851	0.184437	0.176461	0.207645	0.194204	0.197943	0.201083	0.203983	0.199041	0.213463	0.0061602	0.00632597	0.00635791	0.00639593	0.00618591	0.00657076	0.0063619	0.0058513	0.00622227	0.00619622	0.00663458	0.0070788	0.00597405	0.00642237	0.00658221	0.00637545	0.00622742	0.00585658	0.0066295	0.00593341	0.006882	0.00645686	0.00596107	0.00628418	2.64299	4.7872	4.73875	4.47659	5.11281	4.97645	4.8802	4.42016	5.55001	5.16162	4.59966	5.05036	4.65419	4.71327	4.91702	4.99009	5.06573	4.7279	4.54513	4.98418	4.39882	4.82947	5.0657	5.2423	5.39789	-2.21041	-2.19887	-2.19669	-2.1941	-2.2086	-2.18238	-2.19641	-2.23275	-2.20605	-2.20787	-2.17819	-2.15004	-2.22373	-2.1923	-2.18163	-2.19549	-2.20569	-2.23236	-2.17852	-2.2267	-2.16229	-2.18998	-2.22468	-2.20175	0.999803	73.6816	2.64352
890	-140658	-140376	-282.354	0.170936	0.215598	0.200563	0.200516	0.19403	0.194612	0.175278	0.198033	0.191402	0.178964	0.193978	0.200604	0.199913	0.181009	0.222793	0.183373	0.188156	0.201572	0.18533	0.193054	0.187106	0.172788	0.174606	0.211041	0.00665525	0.00686779	0.0063702	0.007158	0.00660747	0.00587999	0.00674551	0.00594839	0.00620076	0.00585576	0.00583718	0.00637426	0.00654166	0.00637944	0.00579413	0.00637545	0.00545156	0.00622179	0.00621351	0.00663238	0.00580897	0.00599453	0.00652025	0.00634172	3.75769	4.85782	5.27743	4.18547	4.21347	5.13334	4.91347	5.26851	5.20664	4.96191	5.08141	5.05036	5.10647	5.63798	4.91702	4.80306	4.464	4.3975	5.37953	5.30475	5.00262	4.36234	5.61121	4.41527	5.80256	-2.17684	-2.16318	-2.19585	-2.14521	-2.17996	-2.23062	-2.17099	-2.2256	-2.20755	-2.23242	-2.2338	-2.19557	-2.18431	-2.19522	-2.23701	-2.19549	-2.26348	-2.20608	-2.20666	-2.17833	-2.2359	-2.22225	-2.18574	-2.19779	0.992406	75.9244	3.78645
900	-140655	-140373	-281.966	0.187605	0.190962	0.200868	0.204915	0.179446	0.190329	0.194321	0.206193	0.197906	0.209399	0.197334	0.209814	0.201536	0.214332	0.195731	0.189499	0.211402	0.200801	0.195333	0.188576	0.193912	0.213423	0.217837	0.184935	0.00657925	0.00584386	0.00663933	0.00605593	0.00610149	0.00612707	0.00582983	0.00742834	0.00669527	0.00614662	0.00630505	0.00613862	0.0065151	0.00701593	0.0068241	0.00637545	0.00695625	0.00624791	0.00655545	0.00664449	0.00633085	0.0063765	0.00571331	0.00673715	2.98121	4.85782	4.92362	5.02471	4.63404	4.99956	4.86914	5.12304	5.63303	4.36422	4.44325	4.69597	4.72752	6.35915	5.92008	5.02032	5.02538	5.44702	5.43278	4.62528	4.55224	4.64449	4.56356	5.22178	5.22456	-2.18182	-2.2333	-2.17788	-2.21782	-2.21456	-2.21275	-2.23434	-2.12911	-2.17423	-2.21136	-2.20031	-2.21193	-2.18608	-2.15391	-2.16595	-2.19549	-2.15763	-2.20426	-2.1834	-2.17754	-2.19854	-2.19542	-2.24311	-2.17152	0.995937	75.1193	2.99337
910	-140654	-140376	-278.331	0.184847	0.207967	0.193303	0.19749	0.212897	0.187196	0.191854	0.175655	0.173584	0.208547	0.199681	0.208162	0.191498	0.177641	0.196078	0.199479	0.200756	0.189378	0.196525	0.213659	0.201224	0.179456	0.203176	0.180653	0.00637999	0.00612892	0.00639897	0.00631204	0.00644884	0.00660066	0.0065506	0.00602501	0.0064047	0.005933	0.00537547	0.00653472	0.0067182	0.00622854	0.00578408	0.00657157	0.00662832	0.00603599	0.00567632	0.00655033	0.00651453	0.00554974	0.00602653	0.00608815	3.34669	5.20283	4.66201	4.2554	4.67867	4.55937	5.11368	4.72831	5.83515	5.24539	4.83007	4.66673	4.32122	4.33918	4.99804	5.02158	4.19841	5.00072	4.40436	4.20613	5.30386	4.96326	4.4114	4.24311	5.12139	-2.19518	-2.21262	-2.19389	-2.19983	-2.19052	-2.18041	-2.18372	-2.22004	-2.1935	-2.22673	-2.26958	-2.18477	-2.17275	-2.20561	-2.23777	-2.18233	-2.1786	-2.21925	-2.24593	-2.18374	-2.18612	-2.25573	-2.21993	-2.21551	0.998387	75.7537	3.3521
920	-140665	-140381	-284.347	0.214425	0.211582	0.194154	0.202372	0.204497	0.203683	0.189048	0.201262	0.190401	0.210859	0.222607	0.253743	0.205921	0.175228	0.179964	0.204316	0.209533	0.203698	0.182779	0.223487	0.199944	0.221843	0.23959	0.207677	0.00628239	0.00622177	0.00663555	0.00691317	0.00640785	0.00525446	0.00603047	0.00639903	0.00604556	0.00700665	0.00570328	0.00566494	0.00635471	0.00603942	0.00600135	0.00618352	0.00607908	0.00589315	0.00667538	0.00617298	0.00632155	0.00629798	0.00610949	0.00632504	3.72354	5.1663	4.64495	4.70306	5.05542	4.51	5.04851	4.59736	4.30812	4.91002	4.85433	4.9797	5.28256	4.72129	4.88604	4.95995	4.92776	5.90011	4.38564	4.94154	4.20592	5.01129	4.70722	4.70928	5.66434	-2.20187	-2.20609	-2.17812	-2.16032	-2.19329	-2.27947	-2.21965	-2.19389	-2.21856	-2.15449	-2.24388	-2.24681	-2.1969	-2.219	-2.22175	-2.20876	-2.21616	-2.22965	-2.17552	-2.20951	-2.19918	-2.2008	-2.21399	-2.19894	0.99831	71.4044	3.72985
930	-140645	-140365	-280.457	0.20992	0.213949	0.2068	0.229298	0.194611	0.17484	0.213383	0.196768	0.192933	0.194641	0.210726	0.190367	0.203487	0.205788	0.198619	0.188456	0.200888	0.205573	0.197613	0.196657	0.191748	0.212792	0.210913	0.207702	0.00673325	0.00570924	0.00639925	0.00571156	0.00646579	0.00661496	0.005553	0.00608388	0.00593654	0.00688653	0.00684585	0.00636263	0.00642788	0.00609538	0.00572358	0.00620592	0.00689371	0.00605087	0.00621963	0.00658927	0.00583153	0.00691562	0.00578998	0.00604052	3.92872	4.49562	5.38193	4.90854	4.93234	5.28069	4.92143	4.85278	4.7488	5.26113	4.89397	4.94743	5.19189	4.53556	5.52118	4.8294	4.63915	4.81015	5.10162	4.91722	4.76251	4.79093	4.95654	4.78447	5.00385	-2.17178	-2.24342	-2.19387	-2.24325	-2.18938	-2.17947	-2.25547	-2.21582	-2.22647	-2.162	-2.16457	-2.19636	-2.19193	-2.215	-2.24233	-2.20719	-2.16155	-2.21818	-2.20624	-2.18116	-2.23422	-2.16017	-2.23732	-2.21893	0.997883	77.1093	3.93706
