Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	alpha[11]	alpha[12]	alpha[13]	alpha[14]	alpha[15]	alpha[16]	alpha[17]	alpha[18]	alpha[19]	alpha[20]	alpha[21]	alpha[22]	alpha[23]	alpha[24]	clock_rate[1]	clock_rate[2]	clock_rate[3]	clock_rate[4]	clock_rate[5]	clock_rate[6]	clock_rate[7]	clock_rate[8]	clock_rate[9]	clock_rate[10]	clock_rate[11]	clock_rate[12]	clock_rate[13]	clock_rate[14]	clock_rate[15]	clock_rate[16]	clock_rate[17]	clock_rate[18]	clock_rate[19]	clock_rate[20]	clock_rate[21]	clock_rate[22]	clock_rate[23]	clock_rate[24]	extinction	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	kappa[11]	kappa[12]	kappa[13]	kappa[14]	kappa[15]	kappa[16]	kappa[17]	kappa[18]	kappa[19]	kappa[20]	kappa[21]	kappa[22]	kappa[23]	kappa[24]	log_clock_rate[1]	log_clock_rate[2]	log_clock_rate[3]	log_clock_rate[4]	log_clock_rate[5]	log_clock_rate[6]	log_clock_rate[7]	log_clock_rate[8]	log_clock_rate[9]	log_clock_rate[10]	log_clock_rate[11]	log_clock_rate[12]	log_clock_rate[13]	log_clock_rate[14]	log_clock_rate[15]	log_clock_rate[16]	log_clock_rate[17]	log_clock_rate[18]	log_clock_rate[19]	log_clock_rate[20]	log_clock_rate[21]	log_clock_rate[22]	log_clock_rate[23]	log_clock_rate[24]	relativeExtinction	root	speciation
100	-141728	-141445	-282.865	0.0217125	0.221923	0.205621	0.203506	0.231761	0.224061	0.195862	0.204388	0.248641	0.218971	0.209355	0.198026	0.209547	0.0363905	0.188125	0.198274	0.210102	0.216173	0.23633	0.222336	0.215427	0.237882	0.203323	0.224016	4451.37	0.00560187	0.00468429	0.00516582	0.00475846	0.00430688	0.00509216	0.00493169	0.00432536	0.0041984	0.00447728	0.00532922	0.00490959	18.1784	0.00450172	0.00448368	0.00469244	0.00461406	0.00555115	0.00465735	0.00530942	0.00526308	0.00498551	0.00559354	2.93659	5.89217	4.38047	4.48592	5.0978	3.89775	4.33504	5.69141	4.2362	5.0237	4.76425	5.2182	4.19629	5.22815	4.91169	5.30405	4.7699	4.93259	5.17078	4.68663	4.00198	4.48187	4.23615	5.33115	4.95174	3.64849	-2.25167	-2.32936	-2.28686	-2.32253	-2.36584	-2.2931	-2.307	-2.36398	-2.37692	-2.34899	-2.27334	-2.30895	1.25956	-2.34662	-2.34836	-2.3286	-2.33592	-2.25562	-2.33186	-2.27495	-2.27876	-2.30229	-2.25231	0.994973	82.5508	2.95143
110	-141725	-141438	-286.131	0.0215942	0.195986	0.186767	0.206995	0.25142	0.223366	0.226083	0.22229	0.211607	0.21398	0.207212	0.207843	0.222301	0.037285	0.246287	0.21916	0.201122	0.200863	0.230699	0.236114	0.210672	0.208495	0.206192	0.214885	4553.47	0.00446902	0.00480145	0.00514964	0.00518995	0.00499914	0.00505533	0.0046102	0.00421457	0.00460401	0.00421729	0.00487285	0.00480124	16.9118	0.00515678	0.00472577	0.00473664	0.00445847	0.00486318	0.00504005	0.00525871	0.00486932	0.00511289	0.00467709	3.87154	5.65074	5.38145	5.01043	4.58238	4.64666	5.69607	5.52759	4.72442	5.34086	5.6263	4.40484	6.64371	4.27118	5.06691	4.00512	4.89166	5.38953	4.26215	4.68663	4.81684	5.01327	5.20702	4.67703	5.12331	3.65834	-2.34979	-2.31863	-2.28822	-2.28484	-2.30111	-2.29625	-2.33628	-2.37525	-2.33686	-2.37497	-2.31222	-2.31865	1.22819	-2.28762	-2.32553	-2.32453	-2.35081	-2.31308	-2.29757	-2.27912	-2.31253	-2.29133	-2.33002	0.999725	82.5508	3.87261
120	-141699	-141413	-285.345	0.0217228	0.187954	0.227251	0.235483	0.205682	0.212122	0.220513	0.211003	0.205428	0.189631	0.22611	0.198616	0.236577	0.0375532	0.1909	0.211462	0.239342	0.208011	0.205621	0.211459	0.210584	0.217086	0.202003	0.200376	3978.14	0.00506188	0.00492647	0.00503393	0.00494177	0.00508892	0.00429211	0.00489846	0.00455773	0.00530372	0.0049873	0.00458763	0.00446824	15.251	0.00478762	0.00489474	0.00440602	0.004299	0.00468069	0.00437829	0.00453769	0.00449357	0.00485999	0.00486948	3.5653	5.05208	4.07554	4.04825	4.83014	4.43382	4.5393	4.9285	4.68382	5.02931	4.53527	5.45666	4.93575	5.05967	5.59541	5.16047	4.47528	4.34448	4.17605	4.62595	5.76607	4.84084	4.70089	4.75383	4.19634	3.59968	-2.29569	-2.30746	-2.29809	-2.30612	-2.29337	-2.36733	-2.30994	-2.34125	-2.27542	-2.30213	-2.33841	-2.34986	1.1833	-2.31988	-2.31027	-2.35595	-2.36663	-2.32969	-2.3587	-2.34317	-2.34741	-2.31337	-2.31252	0.995251	85.0644	3.58232
130	-141700	-141415	-284.996	0.0216157	0.19901	0.203907	0.210433	0.228253	0.209261	0.205586	0.189792	0.211572	0.187871	0.22422	0.209246	0.197127	0.0374	0.21229	0.218459	0.220352	0.221884	0.242638	0.19561	0.205117	0.212457	0.213418	0.208596	4493.5	0.00467366	0.00472582	0.00444915	0.00458231	0.00469813	0.00521668	0.00466803	0.00488689	0.00441356	0.00480531	0.00481047	0.00419168	14.1223	0.00435681	0.00496938	0.00425441	0.00490673	0.0048927	0.00488246	0.00454422	0.00445011	0.00489965	0.00499675	2.40638	4.98139	4.86289	5.03679	4.81015	4.57886	4.9806	5.28227	5.00293	4.68682	4.73221	4.07903	4.66865	5.8164	4.84063	4.79483	4.73411	5.00961	4.00509	4.91265	5.78371	5.81055	5.11309	4.75383	5.13891	3.65258	-2.33034	-2.32552	-2.35172	-2.33892	-2.32808	-2.28261	-2.33087	-2.31097	-2.35521	-2.31828	-2.31781	-2.37761	1.14991	-2.36083	-2.3037	-2.37116	-2.30921	-2.31045	-2.31136	-2.34254	-2.35163	-2.30983	-2.30131	0.997581	83.7424	2.41222
140	-141719	-141436	-282.994	0.0212328	0.211927	0.209287	0.23102	0.187542	0.234671	0.22316	0.198702	0.194328	0.206239	0.213441	0.197111	0.193524	0.0369403	0.200988	0.192169	0.186476	0.19749	0.218597	0.232244	0.222536	0.202798	0.218894	0.232069	5399.48	0.00458013	0.00511045	0.00481996	0.00456912	0.00500035	0.00511599	0.00520187	0.00484896	0.00543191	0.00475308	0.00522801	0.00476846	16.5163	0.00457105	0.00475081	0.00542062	0.00452334	0.00505368	0.00450272	0.00520082	0.00451871	0.00470567	0.00474993	3.25161	5.88001	4.51736	4.42834	4.30185	4.98912	4.07457	4.17822	3.84181	5.06678	4.37762	3.95254	4.82061	4.524	4.73542	4.57991	4.73939	5.39293	4.07157	5.31018	3.86451	5.12957	4.95536	5.46745	4.91784	3.73235	-2.33912	-2.29154	-2.31696	-2.34017	-2.301	-2.29107	-2.28384	-2.31435	-2.26505	-2.32302	-2.28166	-2.32162	1.21791	-2.33998	-2.32323	-2.26595	-2.34454	-2.29639	-2.34653	-2.28393	-2.34499	-2.32738	-2.32331	0.995731	84.4183	3.26555
150	-141737	-141450	-286.403	0.0210574	0.205029	0.201143	0.218091	0.214919	0.228765	0.223565	0.250042	0.258934	0.199149	0.234496	0.203707	0.211212	0.0363145	0.202866	0.21782	0.227408	0.230696	0.209327	0.210959	0.246492	0.19789	0.194087	0.2192	5716.78	0.00515849	0.00504258	0.00502305	0.00500802	0.00492533	0.00510451	0.00452041	0.00494443	0.00473778	0.00445061	0.0050964	0.00476264	20.0492	0.00495237	0.00437053	0.00499782	0.00444822	0.0046324	0.0049596	0.0051247	0.00472536	0.00436256	0.00497743	4.22078	5.02502	4.99305	5.65555	4.69062	3.88611	4.52431	4.77441	4.43592	5.26754	5.20229	3.58195	4.74068	4.79283	5.03298	5.27589	4.47291	5.43102	5.01002	4.87812	4.32093	4.80472	4.51746	4.94099	5.46782	3.75715	-2.28748	-2.29735	-2.29903	-2.30033	-2.30756	-2.29205	-2.34482	-2.30588	-2.32443	-2.35158	-2.29274	-2.32215	1.3021	-2.30519	-2.35947	-2.30122	-2.35181	-2.33419	-2.30455	-2.29033	-2.32557	-2.36026	-2.30299	0.997517	84.4183	4.23128
160	-141729	-141447	-281.99	0.0210284	0.244813	0.203777	0.193335	0.238476	0.208305	0.208831	0.227632	0.215881	0.249273	0.234994	0.226087	0.198491	0.0361166	0.210569	0.218474	0.207166	0.236622	0.239697	0.201491	0.239585	0.207833	0.20297	0.18012	6306.86	0.00457579	0.00546607	0.0050155	0.00478779	0.00522625	0.00451219	0.00468351	0.00502657	0.00483797	0.0046599	0.00458501	0.00463632	19.3921	0.00424054	0.00490468	0.00490739	0.00498005	0.00467229	0.00432954	0.00462804	0.00507637	0.00503848	0.00489949	1.73183	4.8097	4.24039	4.88805	5.09123	5.24084	4.84508	5.03157	3.9778	4.42522	4.30222	5.2274	4.58936	4.82649	3.87647	4.33761	4.5853	4.54711	4.29834	6.03559	4.22697	4.77526	4.19443	5.1263	4.62885	3.79981	-2.33953	-2.26232	-2.29969	-2.31987	-2.28181	-2.34561	-2.32943	-2.29873	-2.31534	-2.33162	-2.33866	-2.33383	1.28762	-2.37258	-2.30939	-2.30915	-2.30277	-2.33047	-2.36356	-2.3346	-2.29445	-2.2977	-2.30985	0.990875	81.6243	1.74778
170	-141703	-141421	-281.994	0.0209538	0.22462	0.204922	0.223496	0.213864	0.191314	0.220328	0.193729	0.192481	0.209948	0.222445	0.178931	0.21598	0.036225	0.230384	0.228963	0.211058	0.216807	0.203384	0.196377	0.216692	0.248137	0.18795	0.227112	6490.64	0.00441281	0.00468277	0.00445652	0.00444299	0.00447798	0.00509606	0.00464948	0.00548904	0.00452691	0.00489399	0.00481051	0.00475847	22.6877	0.00533076	0.00460587	0.00507685	0.00448373	0.00506777	0.00455833	0.00459133	0.00457122	0.00437045	0.00532159	3.98995	4.35204	4.45159	4.64432	4.60098	4.52117	4.44371	3.90973	4.46064	5.33542	4.7094	5.01356	4.65229	4.62405	5.21238	5.53713	3.95242	4.64484	4.35609	4.76626	4.55751	4.77526	4.08108	4.56606	4.68666	3.81229	-2.35529	-2.3295	-2.351	-2.35232	-2.34892	-2.29277	-2.3326	-2.2605	-2.3442	-2.31034	-2.31781	-2.32253	1.35579	-2.27321	-2.33669	-2.29441	-2.34836	-2.29518	-2.34119	-2.33806	-2.33997	-2.35947	-2.27396	0.996945	82.2117	4.00217
180	-141728	-141444	-284.464	0.0209134	0.188252	0.198415	0.219759	0.167587	0.209806	0.214613	0.193462	0.197687	0.204112	0.284424	0.215946	0.20894	0.0358021	0.20991	0.173061	0.195471	0.238058	0.219985	0.19734	0.24154	0.215735	0.231009	0.199983	6451.02	0.00505532	0.00442987	0.00429947	0.00486135	0.00508603	0.00469067	0.00501158	0.00495468	0.0056318	0.00477343	0.00496596	0.00508248	22.1042	0.00513624	0.00476343	0.0048465	0.00508835	0.00501451	0.00456049	0.00470115	0.00548858	0.0051455	0.0051478	2.65268	4.99099	6.16364	4.78882	5.44424	4.54344	4.82357	5.28481	5.12945	4.91303	4.72734	4.71742	4.8874	4.85881	4.85805	4.62893	4.42302	4.64484	4.24579	4.31272	4.77347	5.00267	5.63995	5.26294	4.60961	3.80963	-2.29625	-2.35361	-2.36659	-2.31324	-2.29362	-2.32876	-2.30003	-2.30498	-2.24935	-2.32117	-2.304	-2.29392	1.34447	-2.28935	-2.32208	-2.31457	-2.29342	-2.29977	-2.34099	-2.3278	-2.26054	-2.28857	-2.28838	0.991943	82.2117	2.67422
190	-141722	-141440	-282.711	0.0209451	0.229705	0.207492	0.21204	0.206866	0.235062	0.217915	0.205067	0.241515	0.207464	0.197599	0.20389	0.22159	0.0362353	0.205174	0.222804	0.20429	0.16432	0.236956	0.226911	0.204385	0.196486	0.205129	0.238683	6164.9	0.00466735	0.00533199	0.00498131	0.0046334	0.00506596	0.00480947	0.00495577	0.00466589	0.00491972	0.00513403	0.00526952	0.00492613	19.9502	0.00452586	0.00514825	0.00478274	0.00431246	0.00529689	0.00512386	0.00498857	0.00494473	0.00479792	0.00492009	2.1438	4.90129	5.72189	5.34233	4.5297	5.25657	4.84837	4.77266	4.71865	4.16042	3.93336	5.3669	4.98055	4.645	4.30826	4.41058	4.49871	5.13003	4.55736	5.04664	4.60111	5.20814	4.35245	5.19302	4.42192	3.78993	-2.33093	-2.27311	-2.30266	-2.3341	-2.29534	-2.3179	-2.30489	-2.33107	-2.30806	-2.28954	-2.27823	-2.30749	1.29995	-2.3443	-2.28834	-2.32032	-2.36528	-2.27598	-2.2904	-2.30202	-2.30586	-2.31895	-2.30803	0.993774	82.2117	2.15723
200	-141717	-141434	-283.142	0.0208993	0.232546	0.198032	0.185619	0.201179	0.211174	0.222131	0.231097	0.244627	0.218887	0.226702	0.211373	0.181661	0.0361939	0.207149	0.234355	0.201189	0.190467	0.210774	0.221731	0.212972	0.200559	0.200749	0.243102	6467.35	0.00425048	0.00457197	0.0045613	0.00433449	0.00417643	0.00468147	0.00499551	0.00526019	0.00522762	0.00488803	0.00475713	0.00452149	19.9502	0.00487445	0.00517337	0.00513886	0.00488105	0.00472439	0.0050057	0.00487738	0.00455611	0.00504384	0.00521956	2.13955	4.62532	4.96457	4.6898	5.1735	5.26869	5.18689	3.97464	4.91899	4.96328	4.36291	5.09813	4.20899	4.03177	4.73994	4.99224	5.28747	5.021	4.33624	4.45615	4.51534	5.16273	4.23341	5.54093	4.94898	3.81073	-2.37156	-2.3399	-2.34091	-2.36306	-2.37919	-2.32962	-2.30142	-2.279	-2.2817	-2.31087	-2.32265	-2.34472	1.29995	-2.31207	-2.28623	-2.28913	-2.31149	-2.32565	-2.30054	-2.31181	-2.34141	-2.29724	-2.28237	0.991785	82.9183	2.15727
