Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	alpha[11]	alpha[12]	alpha[13]	alpha[14]	alpha[15]	alpha[16]	alpha[17]	alpha[18]	alpha[19]	alpha[20]	alpha[21]	alpha[22]	alpha[23]	alpha[24]	clock_rate[1]	clock_rate[2]	clock_rate[3]	clock_rate[4]	clock_rate[5]	clock_rate[6]	clock_rate[7]	clock_rate[8]	clock_rate[9]	clock_rate[10]	clock_rate[11]	clock_rate[12]	clock_rate[13]	clock_rate[14]	clock_rate[15]	clock_rate[16]	clock_rate[17]	clock_rate[18]	clock_rate[19]	clock_rate[20]	clock_rate[21]	clock_rate[22]	clock_rate[23]	clock_rate[24]	extinction	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	kappa[11]	kappa[12]	kappa[13]	kappa[14]	kappa[15]	kappa[16]	kappa[17]	kappa[18]	kappa[19]	kappa[20]	kappa[21]	kappa[22]	kappa[23]	kappa[24]	log_clock_rate[1]	log_clock_rate[2]	log_clock_rate[3]	log_clock_rate[4]	log_clock_rate[5]	log_clock_rate[6]	log_clock_rate[7]	log_clock_rate[8]	log_clock_rate[9]	log_clock_rate[10]	log_clock_rate[11]	log_clock_rate[12]	log_clock_rate[13]	log_clock_rate[14]	log_clock_rate[15]	log_clock_rate[16]	log_clock_rate[17]	log_clock_rate[18]	log_clock_rate[19]	log_clock_rate[20]	log_clock_rate[21]	log_clock_rate[22]	log_clock_rate[23]	log_clock_rate[24]	relativeExtinction	root	speciation
1590	-141735	-141451	-284.031	0.0205596	0.210413	0.229724	0.2041	0.229106	0.212478	0.201016	0.23201	0.241615	0.226352	0.223472	0.206955	0.201138	0.0419837	0.203169	0.203851	0.228525	0.203925	0.234058	0.223955	0.231022	0.229942	0.224814	0.198062	9142.66	0.00530068	0.00448759	0.00490251	0.00530678	0.00460067	0.00514208	0.00513024	0.00525005	0.00490434	0.0054382	0.00540593	0.00490853	7.22425	0.00455301	0.00568037	0.00583676	0.00455928	0.00481081	0.00501279	0.0047617	0.00465893	0.0049803	0.0044633	2.47087	4.02597	5.06005	4.88689	5.61141	4.62233	6.06785	5.44669	5.12042	4.5366	4.93415	5.41859	5.22942	4.61181	5.47575	5.2004	5.07098	4.95151	4.71679	5.26873	4.70496	4.79744	5.04081	4.49331	5.03197	3.96107	-2.27567	-2.34799	-2.30958	-2.27517	-2.33718	-2.28886	-2.28986	-2.27984	-2.30942	-2.26454	-2.26713	-2.30905	0.858793	-2.3417	-2.24562	-2.23383	-2.3411	-2.31778	-2.29992	-2.32224	-2.33171	-2.30274	-2.35034	0.99686	81.0075	2.47865
1600	-141724	-141441	-282.915	0.0204238	0.208666	0.185807	0.211196	0.216635	0.234624	0.189292	0.210856	0.179577	0.213504	0.230411	0.205544	0.223908	0.042208	0.193008	0.213852	0.23009	0.190246	0.21209	0.2128	0.22621	0.200859	0.163322	0.217444	9001.99	0.00460046	0.00566919	0.00508752	0.00458368	0.00505819	0.00471723	0.00529907	0.00459389	0.00491029	0.00497382	0.00441731	0.00517969	7.06216	0.00448142	0.00499081	0.00444788	0.00495916	0.00510097	0.00510236	0.00485746	0.0049223	0.0051242	0.00491862	2.50742	5.21077	5.40486	5.27936	5.00976	4.36315	5.0193	4.86329	6.19692	4.44578	5.37218	5.25745	4.50394	4.6551	5.45301	4.51049	5.07098	6.10393	3.91966	5.40017	4.59599	4.84082	4.01911	4.71985	4.70635	3.95434	-2.3372	-2.24648	-2.29349	-2.33879	-2.296	-2.32631	-2.2758	-2.33782	-2.30889	-2.30331	-2.35484	-2.2857	0.848938	-2.34858	-2.30183	-2.35185	-2.30459	-2.29235	-2.29223	-2.31359	-2.30783	-2.29037	-2.30816	0.999751	78.9138	2.50804
1610	-141703	-141423	-279.632	0.0206203	0.224222	0.1951	0.224032	0.207246	0.23599	0.219321	0.2308	0.21899	0.215361	0.227778	0.217576	0.223908	0.0415179	0.201444	0.190677	0.206718	0.20981	0.203728	0.195103	0.206423	0.198181	0.214576	0.218952	8589.53	0.00528766	0.00543477	0.00541702	0.00468033	0.00524288	0.00484874	0.00499556	0.00491969	0.00496711	0.00470383	0.00497278	0.00518354	7.26841	0.00524715	0.00521474	0.00541351	0.00500231	0.00506836	0.00447331	0.00478423	0.00505915	0.00493393	0.00451931	2.89665	4.67557	4.12522	4.10524	4.66066	4.1375	4.6617	4.68448	4.91584	4.76471	4.17759	5.5739	4.65356	4.73039	5.06173	4.50266	4.46926	4.87582	4.53839	4.98086	3.63417	5.14655	4.5286	4.37063	4.3802	3.93397	-2.27674	-2.26482	-2.26624	-2.32972	-2.28043	-2.31437	-2.30142	-2.30806	-2.3039	-2.32755	-2.3034	-2.28537	0.861439	-2.28008	-2.28277	-2.26652	-2.30083	-2.29513	-2.34937	-2.32019	-2.29592	-2.30681	-2.34493	0.99234	78.9138	2.91901
1620	-141711	-141429	-282.395	0.0205162	0.19305	0.236639	0.20224	0.218953	0.228725	0.189611	0.241986	0.224246	0.215482	0.190368	0.259643	0.219308	0.0416689	0.247201	0.205998	0.2218	0.192974	0.207576	0.209527	0.259536	0.230588	0.217993	0.219846	9740.48	0.00521777	0.00510684	0.00505694	0.0051509	0.00514727	0.0047412	0.00487973	0.00538911	0.00544174	0.00482182	0.00487279	0.00497514	7.26841	0.00462971	0.00501738	0.00521872	0.00449273	0.00440792	0.00503108	0.00535599	0.00486927	0.00502968	0.00538408	1.92155	4.80023	5.40322	4.83348	5.09352	5.49148	4.86237	4.548	4.17508	4.84847	4.57073	4.01865	4.96624	4.99499	5.25592	4.79429	4.65328	5.40857	4.88152	4.61796	4.87498	4.62634	4.33358	4.48635	4.29545	3.98858	-2.28252	-2.29185	-2.29611	-2.28812	-2.28842	-2.32411	-2.3116	-2.26848	-2.26426	-2.31679	-2.31222	-2.30319	0.861439	-2.33445	-2.29952	-2.28244	-2.34749	-2.35577	-2.29834	-2.27116	-2.31254	-2.29846	-2.26889	0.990681	78.9138	1.93963
1630	-141710	-141426	-284.373	0.0204247	0.19787	0.194672	0.202623	0.198683	0.199339	0.198133	0.225937	0.200642	0.189385	0.190091	0.225797	0.200186	0.0431825	0.209884	0.221144	0.207759	0.189536	0.223752	0.243477	0.194368	0.197418	0.21123	0.220659	9701.38	0.00478217	0.00500026	0.00514078	0.00520328	0.00519591	0.00510578	0.00480599	0.00478922	0.00465469	0.00477472	0.00583829	0.00545875	6.21531	0.0050865	0.00458649	0.00534709	0.00443325	0.00474286	0.0049951	0.00475258	0.00497022	0.00457016	0.00537954	3.13546	5.62822	4.8856	4.17229	4.50309	4.94365	5.34935	5.12968	4.17172	4.37724	4.2269	5.36947	4.31782	5.71575	4.9105	5.13645	4.80522	4.66771	5.41536	5.22646	4.48834	4.58704	5.91811	4.56627	5.26359	3.98683	-2.32038	-2.30101	-2.28897	-2.28372	-2.28434	-2.29194	-2.31822	-2.31973	-2.33211	-2.32105	-2.23371	-2.26291	0.793463	-2.29358	-2.33852	-2.27188	-2.35328	-2.32396	-2.30146	-2.32307	-2.30362	-2.34007	-2.26926	0.992684	82.0622	3.15857
1640	-141724	-141444	-280.194	0.0205705	0.209003	0.198019	0.207031	0.205738	0.230278	0.186291	0.204283	0.233665	0.198462	0.218408	0.226964	0.217551	0.0442633	0.216598	0.195987	0.204662	0.229535	0.238286	0.19771	0.189811	0.237749	0.211704	0.206588	8260.42	0.00448928	0.00495074	0.00542137	0.00528757	0.00458339	0.00522483	0.00534731	0.0044746	0.00516566	0.0050824	0.0051432	0.00523669	4.64983	0.00568405	0.00504432	0.00505616	0.00513473	0.00451135	0.00482844	0.00549694	0.00504652	0.0045852	0.00493038	3.74786	5.02093	4.65322	4.518	5.28429	4.53854	5.23382	5.11507	4.05321	4.41094	4.6822	4.44417	4.74457	4.05789	4.14791	4.14006	4.58727	4.45405	4.37589	4.56332	4.34519	4.90074	4.71727	4.57356	5.59593	3.917	-2.34782	-2.30533	-2.26589	-2.27674	-2.33881	-2.28193	-2.27186	-2.34925	-2.28687	-2.29393	-2.28877	-2.28094	0.667437	-2.24534	-2.2972	-2.29618	-2.28948	-2.34569	-2.31619	-2.25988	-2.29701	-2.33864	-2.30712	0.999532	82.259	3.74962
1650	-141735	-141452	-282.566	0.0206195	0.201902	0.220836	0.220723	0.247201	0.199432	0.21936	0.183599	0.211858	0.23476	0.184009	0.176861	0.23176	0.0446184	0.220815	0.204289	0.189199	0.195685	0.227382	0.189268	0.212891	0.222978	0.225486	0.199873	8615.82	0.00510486	0.00485892	0.00538097	0.00495969	0.00533745	0.00481333	0.00533105	0.00504713	0.00508879	0.00499637	0.00371411	0.00469941	4.87085	0.00484775	0.00528305	0.00510675	0.00556021	0.00464325	0.00521944	0.00497115	0.00424222	0.00509374	0.00505802	2.42515	4.93795	4.98069	4.64271	4.85466	4.18781	4.68324	4.87327	4.66703	4.94204	5.38006	4.68349	5.18534	3.8835	5.06448	4.03424	4.88281	5.22424	5.31999	4.56332	4.2435	4.61665	4.08971	5.06029	5.45808	3.9353	-2.29202	-2.31346	-2.26914	-2.30455	-2.27267	-2.31755	-2.27319	-2.29696	-2.29339	-2.30135	-2.43015	-2.32796	0.687605	-2.31446	-2.27712	-2.29186	-2.25491	-2.33318	-2.28238	-2.30354	-2.37241	-2.29296	-2.29602	0.988641	82.259	2.45301
1660	-141703	-141419	-284.023	0.0205876	0.228562	0.190855	0.210937	0.213616	0.20891	0.195938	0.225197	0.192911	0.22268	0.194561	0.204149	0.22493	0.0439181	0.227126	0.206713	0.202414	0.236001	0.210777	0.205921	0.203398	0.208234	0.213942	0.208992	8842.81	0.00535181	0.00504825	0.00529465	0.00503754	0.00509475	0.0048601	0.00495234	0.0050624	0.00478523	0.00555451	0.00471874	0.00534011	5.07403	0.0048532	0.00514877	0.00496628	0.00494915	0.00506238	0.00539399	0.00535566	0.00526032	0.00458308	0.00531613	2.65117	5.0632	4.90696	5.08193	4.46786	4.80927	4.49869	4.80123	5.44125	4.91184	5.41687	5.14647	4.68094	4.68113	5.65779	4.73821	5.23164	4.54219	4.63033	5.58859	4.04068	4.62374	5.36596	5.72216	5.25467	3.94659	-2.2715	-2.29686	-2.27616	-2.29778	-2.29288	-2.31335	-2.30519	-2.29564	-2.3201	-2.25535	-2.32617	-2.27245	0.705353	-2.31397	-2.2883	-2.30397	-2.30547	-2.29565	-2.26809	-2.27119	-2.27899	-2.33884	-2.2744	0.996805	82.5725	2.65967
1670	-141718	-141437	-281.863	0.0208918	0.22686	0.184681	0.20986	0.198984	0.214738	0.206602	0.215461	0.219288	0.193062	0.206428	0.219459	0.214908	0.0427842	0.2104	0.218016	0.228571	0.225918	0.183951	0.235704	0.198424	0.208064	0.205433	0.20074	7208.48	0.00460006	0.0051435	0.0057147	0.00495354	0.00503173	0.0055308	0.00483798	0.00500647	0.00492917	0.00444493	0.00471874	0.00538244	5.72184	0.00476979	0.00439389	0.00467488	0.00511911	0.00495647	0.00501824	0.0052161	0.00565471	0.00513511	0.00532649	2.76993	5.65668	4.68414	4.11463	4.32529	4.71166	4.37006	4.95875	3.84044	4.76251	5.26232	5.41046	4.66743	4.76462	5.20654	4.97206	5.44863	5.07268	4.48294	4.53267	4.59454	4.88442	4.98462	4.80167	5.3437	3.85784	-2.33724	-2.28874	-2.24301	-2.30508	-2.29828	-2.25721	-2.31534	-2.30047	-2.30723	-2.35213	-2.32617	-2.26902	0.757536	-2.3215	-2.35715	-2.33023	-2.29081	-2.30483	-2.29945	-2.28265	-2.24759	-2.28945	-2.27356	0.999062	82.5725	2.77253
1680	-141707	-141425	-281.798	0.0208207	0.195141	0.210068	0.189767	0.207188	0.209751	0.209689	0.203099	0.206403	0.214412	0.187022	0.190006	0.209179	0.0424615	0.194063	0.234943	0.181676	0.206455	0.195554	0.20492	0.210936	0.184283	0.225754	0.21328	7255.04	0.00571892	0.0055154	0.00538587	0.00501132	0.00502607	0.00540703	0.00519756	0.00493742	0.00510058	0.00492806	0.00522462	0.00470438	6.64414	0.00467956	0.00473626	0.00479517	0.00479575	0.00553844	0.00481524	0.00578033	0.00514765	0.00519773	0.00505154	1.74888	4.46433	4.49176	4.40848	4.7426	4.88052	4.4671	4.70779	5.53393	5.08036	4.2544	5.17295	4.50831	4.79119	4.34147	4.44622	5.06224	4.5258	5.29657	4.53641	4.45197	5.00016	4.82143	4.99261	4.2232	3.86064	-2.24269	-2.25842	-2.26874	-2.30005	-2.29877	-2.26704	-2.2842	-2.3065	-2.29238	-2.30732	-2.28195	-2.3275	0.822439	-2.3298	-2.32456	-2.3192	-2.31914	-2.25661	-2.31738	-2.23805	-2.28839	-2.28419	-2.29658	0.995787	82.5342	1.75628
1690	-141718	-141436	-281.974	0.020836	0.204498	0.204006	0.211247	0.223507	0.192982	0.19848	0.189539	0.197434	0.205412	0.196072	0.209985	0.231655	0.0417435	0.194696	0.223012	0.194315	0.196425	0.216876	0.200097	0.219247	0.198819	0.212353	0.206299	7476.16	0.00528543	0.00497089	0.00538587	0.00452314	0.00493818	0.00524671	0.00512796	0.00509923	0.00520933	0.00551992	0.00552675	0.00532538	6.82017	0.00432885	0.00476431	0.00493345	0.00502487	0.00585005	0.005292	0.00515016	0.00514765	0.00457113	0.00469051	2.28335	4.77088	4.49526	4.52724	4.58382	4.92321	4.8953	5.29101	4.68061	4.87366	4.84597	4.80028	4.27958	4.54855	6.07988	4.23129	4.15972	5.2082	5.06053	5.23176	5.17468	4.32837	4.53234	4.35417	4.46788	3.87368	-2.27692	-2.30357	-2.26874	-2.34456	-2.30643	-2.28011	-2.29006	-2.2925	-2.28322	-2.25807	-2.25753	-2.27365	0.833795	-2.36363	-2.322	-2.30685	-2.29888	-2.23284	-2.27638	-2.28818	-2.28839	-2.33998	-2.32878	0.998258	83.8818	2.28733
1700	-141729	-141444	-285.193	0.0212429	0.182486	0.206429	0.204206	0.224095	0.199489	0.221704	0.223415	0.21622	0.210668	0.199239	0.222319	0.202706	0.0416261	0.215766	0.192444	0.214169	0.196991	0.213723	0.235592	0.219027	0.204895	0.209282	0.209548	5739.51	0.00446302	0.0042823	0.00536944	0.00472687	0.00553372	0.00468949	0.00523043	0.00450004	0.00542607	0.00577398	0.00466919	0.00453571	7.42435	0.00468931	0.00631596	0.00550198	0.00481851	0.00525356	0.00479392	0.00590087	0.00560755	0.00535384	0.00537794	2.52579	5.32878	5.04096	5.70746	4.99735	4.97918	4.45949	5.02413	5.10008	5.25724	4.76336	5.35963	4.63613	5.02561	4.86489	5.02317	4.631	5.12654	4.66801	4.49905	5.24162	5.08039	4.72029	5.20832	5.12982	3.75887	-2.35037	-2.36832	-2.27007	-2.32543	-2.25698	-2.32887	-2.28146	-2.34678	-2.26551	-2.23852	-2.33076	-2.34335	0.870658	-2.32889	-2.19956	-2.25948	-2.31709	-2.27955	-2.31931	-2.22908	-2.25123	-2.27133	-2.26938	0.996335	83.8818	2.53509
1710	-141709	-141424	-284.581	0.0210572	0.187177	0.219321	0.207401	0.236925	0.191243	0.217204	0.228305	0.205449	0.218072	0.196659	0.181306	0.21498	0.0405207	0.203657	0.227832	0.223726	0.233536	0.204213	0.183629	0.190667	0.176772	0.217468	0.211136	6110.45	0.00517746	0.0044668	0.00491184	0.0051025	0.00477021	0.00518405	0.00509369	0.00463873	0.00479709	0.00462344	0.00444181	0.00451427	8.95154	0.00500244	0.00547464	0.00520618	0.00488796	0.00489996	0.00455686	0.00443536	0.00479793	0.00503823	0.00495594	2.78842	5.07636	4.25531	4.88462	5.18033	4.908	4.71336	4.78697	4.59757	4.65728	5.07156	4.76253	5.99929	5.09771	4.36064	4.92796	4.49886	5.26287	4.58464	5.74483	4.77118	4.55843	5.04986	5.18201	5.02784	3.78607	-2.28588	-2.35	-2.30876	-2.29222	-2.32146	-2.28533	-2.29297	-2.3336	-2.31902	-2.33503	-2.35244	-2.34541	0.951898	-2.30082	-2.26164	-2.28348	-2.31087	-2.30981	-2.34133	-2.35307	-2.31895	-2.29772	-2.30487	0.994731	83.8818	2.80319
1720	-141716	-141434	-282.075	0.0210659	0.185354	0.169014	0.192819	0.20603	0.19528	0.238587	0.218282	0.223228	0.183938	0.200549	0.225133	0.185943	0.039975	0.178051	0.20362	0.213043	0.203063	0.198621	0.222303	0.208992	0.202947	0.22907	0.201228	6321.79	0.00516556	0.00571233	0.00478704	0.0046912	0.00477021	0.00523828	0.00521154	0.00566767	0.0047179	0.00487312	0.00551814	0.00500544	10.0308	0.00475066	0.00533821	0.00479139	0.00443211	0.00528145	0.00523242	0.00482032	0.00501575	0.00456434	0.00487245	2.82316	5.3352	5.55055	4.9614	4.64166	4.57125	4.30997	4.78697	4.81838	4.9553	4.15922	5.05359	4.62331	4.96423	4.40138	4.98466	5.18311	4.24729	4.20067	4.55981	5.18955	5.07018	4.74149	5.12103	4.86042	3.80084	-2.28688	-2.24319	-2.31993	-2.32872	-2.32146	-2.28081	-2.28303	-2.2466	-2.32625	-2.31219	-2.25821	-2.30056	1.00133	-2.32325	-2.2726	-2.31954	-2.35339	-2.27725	-2.2813	-2.31692	-2.29966	-2.34062	-2.31225	0.998717	83.4054	2.82679
1730	-141702	-141417	-284.48	0.0211911	0.21586	0.230084	0.222203	0.199513	0.218181	0.225905	0.218178	0.19112	0.186685	0.197144	0.230945	0.216721	0.0402149	0.21909	0.232438	0.223172	0.219675	0.216995	0.186469	0.211061	0.216614	0.223559	0.220652	5480.27	0.00502687	0.00503883	0.00478704	0.00454165	0.00453426	0.00487248	0.00533775	0.00469478	0.00520542	0.00466542	0.005292	0.00530637	9.48793	0.00539327	0.00448801	0.00523135	0.00491365	0.00472922	0.00457624	0.00519349	0.00528802	0.00478754	0.00497704	2.41708	5.02758	4.75939	4.78874	5.08776	5.31099	5.45559	5.45228	5.40875	4.8268	4.23819	5.47556	4.87802	5.23024	4.9025	5.06309	4.22779	4.61996	4.78488	4.23325	4.45109	4.91723	4.89358	4.8959	4.35669	3.7388	-2.2987	-2.29767	-2.31993	-2.34279	-2.34349	-2.31225	-2.27264	-2.32839	-2.28354	-2.33111	-2.27638	-2.2752	0.977171	-2.26815	-2.34795	-2.28139	-2.3086	-2.32521	-2.33949	-2.28454	-2.27671	-2.31989	-2.30303	0.990635	83.4054	2.43992
1740	-141711	-141427	-284.176	0.0213782	0.217806	0.208591	0.192754	0.205302	0.210509	0.225374	0.194083	0.201842	0.214267	0.228547	0.20266	0.203604	0.041439	0.232181	0.213447	0.190726	0.205001	0.214629	0.166759	0.218847	0.196724	0.194609	0.215004	5055.59	0.00516197	0.0045798	0.00474834	0.00470412	0.0048221	0.0056111	0.00513804	0.00469339	0.00494614	0.00443056	0.00528729	0.00482744	6.99465	0.00547692	0.00469156	0.00437159	0.00456903	0.00518028	0.00480613	0.00509391	0.00531506	0.00436064	0.00534362	1.78038	5.46666	5.4781	4.52563	4.77574	4.5273	4.40776	4.99808	3.87135	5.59364	5.52526	4.80893	5.02513	4.2549	4.66299	5.1807	4.62044	4.80755	5.389	4.27252	5.35696	4.99394	4.8092	4.96376	4.73901	3.70377	-2.28718	-2.33915	-2.32346	-2.32752	-2.31676	-2.25095	-2.2892	-2.32851	-2.30573	-2.35354	-2.27677	-2.31628	0.844766	-2.26146	-2.32868	-2.35936	-2.34018	-2.28565	-2.3182	-2.29295	-2.27449	-2.36045	-2.27216	0.998518	83.4054	1.78302
1750	-141702	-141420	-281.816	0.0211553	0.229035	0.198374	0.182086	0.233184	0.220185	0.209012	0.222002	0.193958	0.202725	0.202809	0.209274	0.205421	0.0425008	0.217189	0.249033	0.215547	0.233089	0.221046	0.229744	0.176662	0.221572	0.235249	0.238992	5463.95	0.00499987	0.00501691	0.00533677	0.00499344	0.00544146	0.00464196	0.00476579	0.00518901	0.00516912	0.00503426	0.0050102	0.00440911	6.73341	0.00569427	0.00485674	0.00539738	0.00480647	0.00490404	0.00511435	0.00492822	0.00499891	0.00511927	0.00519997	2.38333	5.19873	4.34686	4.36297	4.75487	4.8229	4.92476	4.17828	5.10725	4.83754	5.02082	5.21154	5.65939	4.58604	5.50849	4.61088	5.14745	5.1301	4.69047	4.44565	4.48802	4.31741	4.73828	4.58369	4.39922	3.73751	-2.30104	-2.29956	-2.27272	-2.3016	-2.26428	-2.3333	-2.32186	-2.28492	-2.28658	-2.29806	-2.30014	-2.35565	0.828235	-2.24456	-2.31365	-2.26782	-2.31817	-2.30945	-2.29121	-2.30731	-2.30112	-2.29079	-2.284	0.995076	81.0506	2.39512
1760	-141725	-141444	-281.703	0.0213089	0.198159	0.209559	0.197963	0.209487	0.214046	0.208728	0.20272	0.193102	0.218837	0.214626	0.219164	0.190968	0.0432825	0.186381	0.208702	0.2123	0.196351	0.203988	0.215424	0.180838	0.237028	0.235154	0.19795	5277.32	0.00504712	0.00460414	0.00461865	0.00507726	0.0053546	0.00461191	0.00476579	0.00470138	0.00472371	0.00533177	0.0050102	0.00479613	5.48562	0.00513243	0.00451281	0.00480158	0.00524537	0.00422355	0.00506409	0.00490682	0.00527915	0.00470736	0.00471807	3.18347	5.50012	4.27295	3.882	4.06147	5.17748	5.1868	4.55889	5.45692	4.28801	4.87445	4.85628	4.85379	5.25029	4.43752	4.93727	4.67687	4.74851	4.96821	5.04654	3.87805	5.56475	5.46872	4.61917	4.47736	3.72241	-2.29696	-2.33685	-2.33549	-2.29437	-2.27127	-2.33612	-2.32186	-2.32777	-2.32572	-2.27313	-2.30014	-2.31911	0.739225	-2.28968	-2.34555	-2.31862	-2.28022	-2.37432	-2.2955	-2.3092	-2.27744	-2.32722	-2.32624	0.998163	81.0506	3.18933
1770	-141719	-141439	-280.957	0.0213178	0.236198	0.247865	0.197625	0.174622	0.208147	0.208445	0.219486	0.215968	0.160704	0.221233	0.186687	0.212801	0.0432941	0.220647	0.204911	0.212327	0.208938	0.209658	0.187381	0.204398	0.19537	0.19616	0.225144	4638.77	0.00512859	0.00493434	0.00462184	0.00510508	0.00480878	0.0047686	0.00466889	0.00455973	0.00484887	0.00489817	0.004108	0.00496604	5.07966	0.00513243	0.00476115	0.00456254	0.0049459	0.0048003	0.00481608	0.00486523	0.00525181	0.0050233	0.00466677	2.00832	4.26744	4.24815	4.47659	5.01641	4.25723	4.8952	3.86136	4.47118	5.37018	5.09868	5.46082	4.75017	4.94691	4.91983	4.02761	4.70431	5.3782	4.05958	5.09841	4.70853	4.27801	5.43101	4.79408	5.15102	3.6664	-2.29	-2.30677	-2.33518	-2.292	-2.31797	-2.32161	-2.33079	-2.34106	-2.31436	-2.30997	-2.38637	-2.30399	0.705835	-2.28968	-2.32229	-2.34079	-2.30575	-2.31873	-2.31731	-2.3129	-2.27969	-2.29901	-2.33098	0.998918	81.0506	2.0105
1780	-141702	-141420	-281.949	0.0216965	0.214358	0.186239	0.198681	0.232046	0.204496	0.206088	0.225163	0.198744	0.238195	0.213919	0.211843	0.221125	0.04541	0.199715	0.197456	0.2356	0.195299	0.186463	0.207327	0.20597	0.204824	0.202764	0.219726	3905.13	0.00499034	0.00521842	0.00456752	0.00504573	0.00505233	0.00511315	0.00498495	0.00557171	0.00501076	0.00463062	0.00519587	0.00467575	4.43004	0.00509805	0.00468766	0.00482838	0.00508776	0.00472259	0.00538446	0.00493613	0.00481796	0.00493379	0.00495143	3.08531	5.69702	5.30468	4.85912	4.86339	4.60401	4.88791	3.9917	5.2968	4.41367	4.08624	5.55502	4.21724	5.3932	5.28062	5.10509	4.30817	4.36515	5.28211	5.7786	4.76103	4.51971	4.74724	3.99289	4.54222	3.59164	-2.30187	-2.28246	-2.34032	-2.29708	-2.29651	-2.29131	-2.30234	-2.25401	-2.3001	-2.33436	-2.28434	-2.33015	0.646408	-2.2926	-2.32904	-2.3162	-2.29347	-2.32582	-2.26886	-2.30661	-2.31714	-2.30682	-2.30527	0.999978	82.0318	3.08538
1790	-141701	-141420	-280.685	0.0216815	0.216339	0.210094	0.197242	0.214776	0.223411	0.200937	0.197179	0.215732	0.208924	0.196958	0.216907	0.199499	0.0456667	0.229446	0.217413	0.241475	0.201836	0.191041	0.195357	0.206382	0.22416	0.205344	0.231825	4091.72	0.00477377	0.00482601	0.00555066	0.00500407	0.00505233	0.00463423	0.00504959	0.00476118	0.0052697	0.00483144	0.00519587	0.00458203	3.97067	0.00474047	0.0052786	0.00496897	0.00524725	0.004525	0.00513234	0.00510622	0.00481796	0.00495231	0.00447223	3.02051	4.52864	5.09448	4.32315	4.70115	5.30075	4.48512	4.12151	4.69459	4.97885	4.50741	4.51511	5.1802	4.8554	5.39801	4.81226	4.2538	4.9436	4.83076	4.40204	4.23302	4.42147	4.98631	3.93267	5.05903	3.61191	-2.32114	-2.31641	-2.25566	-2.30068	-2.29651	-2.33402	-2.29674	-2.32229	-2.27821	-2.31592	-2.28434	-2.33894	0.598863	-2.32418	-2.27748	-2.30373	-2.28007	-2.34438	-2.28968	-2.2919	-2.31714	-2.30519	-2.34948	0.997148	82.0318	3.02915
1800	-141714	-141431	-283.269	0.0215901	0.233879	0.201613	0.202552	0.202978	0.229842	0.197422	0.205896	0.223118	0.184123	0.203313	0.20867	0.210431	0.0439532	0.165617	0.242481	0.200432	0.203317	0.197141	0.191714	0.194262	0.222693	0.211835	0.214252	4617.01	0.00493084	0.00530667	0.00479217	0.00467757	0.00502713	0.00456099	0.00493176	0.00472999	0.00507788	0.00521196	0.00506905	0.005088	5.14048	0.00459627	0.00521977	0.00496897	0.00465113	0.00472893	0.00483047	0.00482051	0.0053329	0.00495906	0.0050477	1.78272	4.84034	5.08243	4.54445	5.28836	4.87212	5.13454	4.89197	4.79571	4.3609	4.56198	5.07127	4.85603	5.03396	4.57137	4.98684	4.38148	4.65255	4.9409	4.86413	5.46505	5.34642	4.14329	4.77868	4.63559	3.66436	-2.30708	-2.27518	-2.31947	-2.32998	-2.29868	-2.34094	-2.307	-2.32514	-2.29432	-2.283	-2.29507	-2.29345	0.711004	-2.33759	-2.28235	-2.30373	-2.33244	-2.32524	-2.31601	-2.31691	-2.27304	-2.3046	-2.29691	0.99866	82.0318	1.78511
1810	-141708	-141424	-283.776	0.0217007	0.217175	0.226756	0.216267	0.197485	0.200248	0.213146	0.187339	0.228744	0.198281	0.205676	0.186964	0.207752	0.0425716	0.235411	0.210201	0.221747	0.210367	0.205462	0.197913	0.165922	0.242238	0.192428	0.193814	4278.56	0.0048665	0.00493819	0.00462294	0.00509408	0.00495752	0.00508512	0.00513371	0.00520589	0.0047818	0.00466554	0.004312	0.00497088	6.29156	0.00518381	0.00516354	0.00535997	0.00539844	0.00469046	0.00540797	0.00510937	0.00517771	0.0048804	0.00479931	2.62849	4.62323	4.81902	4.18929	4.82384	5.00343	4.64751	4.01218	4.35305	4.12769	5.67834	4.39525	5.08767	5.94395	5.86906	4.65477	5.23434	5.16531	4.53373	4.48378	5.62006	5.39889	5.19282	4.77868	4.82859	3.6313	-2.31278	-2.30643	-2.33508	-2.29293	-2.30474	-2.2937	-2.28957	-2.28351	-2.32041	-2.3311	-2.36532	-2.30357	0.798759	-2.28535	-2.28705	-2.27084	-2.26773	-2.32878	-2.26697	-2.29163	-2.28586	-2.31154	-2.31882	0.992719	82.0647	2.64777
