Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	alpha[11]	alpha[12]	alpha[13]	alpha[14]	alpha[15]	alpha[16]	alpha[17]	alpha[18]	alpha[19]	alpha[20]	alpha[21]	alpha[22]	alpha[23]	alpha[24]	clock_rate[1]	clock_rate[2]	clock_rate[3]	clock_rate[4]	clock_rate[5]	clock_rate[6]	clock_rate[7]	clock_rate[8]	clock_rate[9]	clock_rate[10]	clock_rate[11]	clock_rate[12]	clock_rate[13]	clock_rate[14]	clock_rate[15]	clock_rate[16]	clock_rate[17]	clock_rate[18]	clock_rate[19]	clock_rate[20]	clock_rate[21]	clock_rate[22]	clock_rate[23]	clock_rate[24]	extinction	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	kappa[11]	kappa[12]	kappa[13]	kappa[14]	kappa[15]	kappa[16]	kappa[17]	kappa[18]	kappa[19]	kappa[20]	kappa[21]	kappa[22]	kappa[23]	kappa[24]	log_clock_rate[1]	log_clock_rate[2]	log_clock_rate[3]	log_clock_rate[4]	log_clock_rate[5]	log_clock_rate[6]	log_clock_rate[7]	log_clock_rate[8]	log_clock_rate[9]	log_clock_rate[10]	log_clock_rate[11]	log_clock_rate[12]	log_clock_rate[13]	log_clock_rate[14]	log_clock_rate[15]	log_clock_rate[16]	log_clock_rate[17]	log_clock_rate[18]	log_clock_rate[19]	log_clock_rate[20]	log_clock_rate[21]	log_clock_rate[22]	log_clock_rate[23]	log_clock_rate[24]	relativeExtinction	root	speciation
990	-140838	-140559	-279.037	0.120868	0.115099	0.117853	0.115388	0.119661	0.11228	0.115824	0.125473	0.119447	0.125066	0.126719	0.123132	0.120441	0.125623	0.116161	0.127054	0.121582	0.115009	0.125029	0.143909	0.106523	0.132609	0.128919	0.128244	0.0250277	0.0255963	0.0238555	0.0232553	0.0251604	0.0257491	0.027778	0.0271031	0.0240621	0.0267817	0.0282995	0.0243545	0.0275137	0.0286921	0.026287	0.0244862	0.026894	0.02548	0.0271878	0.025305	0.0264873	0.0255483	0.0266979	0.027694	5.83604	5.25351	4.6057	5.00631	5.32023	4.68567	4.61083	5.6376	5.63491	4.59944	4.51173	4.97624	4.95602	4.444	5.37571	3.90003	4.6753	4.93747	5.05181	4.55341	5.11214	4.32671	5.33605	4.97889	4.43203	-1.60158	-1.59182	-1.62241	-1.63348	-1.59928	-1.58924	-1.5563	-1.56698	-1.61867	-1.57216	-1.54822	-1.61342	-1.56045	-1.54224	-1.58026	-1.61108	-1.57034	-1.5938	-1.56563	-1.59679	-1.57696	-1.59264	-1.57352	-1.55761	0.999585	64.9709	5.83846
1000	-140856	-140577	-279.675	0.12537	0.109879	0.118176	0.138627	0.124694	0.112479	0.108061	0.119385	0.112859	0.108315	0.118337	0.129907	0.121016	0.118435	0.125908	0.121885	0.117891	0.126326	0.121796	0.115394	0.115889	0.128324	0.115436	0.124616	0.0234283	0.024663	0.0260439	0.0260106	0.0248342	0.0245447	0.0289992	0.0237979	0.0277152	0.0281799	0.0280541	0.0234393	0.0260918	0.0274989	0.0246387	0.027038	0.0280389	0.024492	0.0277921	0.0238957	0.0253239	0.0268002	0.0278551	0.0275988	6.00837	3.93687	5.49685	4.27	5.31642	5.12683	5.07002	5.12439	4.38176	4.66021	4.72172	4.74107	5.84407	5.18104	4.34189	4.35643	5.05346	4.93747	4.39896	4.68188	4.75226	4.885	4.92115	5.00123	6.4106	-1.63026	-1.60795	-1.58429	-1.58485	-1.60495	-1.61004	-1.53761	-1.62346	-1.55728	-1.55006	-1.552	-1.63006	-1.5835	-1.56069	-1.60838	-1.56803	-1.55224	-1.61098	-1.55608	-1.62168	-1.59647	-1.57186	-1.5551	-1.55911	0.99861	64.9709	6.01673
1010	-140859	-140582	-277.531	0.120753	0.11384	0.133036	0.130284	0.111735	0.121539	0.117362	0.128589	0.120208	0.117538	0.117539	0.121235	0.112636	0.129468	0.11253	0.125766	0.12691	0.125027	0.120165	0.146762	0.122016	0.11601	0.120733	0.120914	0.0253355	0.0233193	0.0259001	0.0259081	0.0240324	0.0223578	0.0270241	0.0227578	0.0234108	0.0245163	0.0244067	0.0267808	0.0243186	0.0261987	0.0246273	0.0253228	0.0245214	0.0268973	0.0282783	0.0250284	0.0245404	0.0259459	0.0239409	0.0274166	7.89669	3.6504	4.8576	4.30044	4.94032	4.76373	5.19561	3.7846	4.92667	4.37842	4.6332	4.98146	4.32911	4.70288	4.43511	5.22784	4.92956	4.33162	4.81753	4.51283	4.43741	4.23149	4.52782	5.07865	6.0623	-1.59627	-1.63228	-1.5867	-1.58657	-1.6192	-1.65057	-1.56825	-1.64287	-1.63058	-1.61055	-1.61249	-1.57218	-1.61406	-1.58172	-1.60858	-1.59649	-1.61046	-1.57029	-1.54855	-1.60157	-1.61012	-1.58593	-1.62086	-1.56199	0.999986	64.7775	7.8968
1020	-140839	-140558	-281.544	0.115857	0.12043	0.113145	0.124319	0.116903	0.118565	0.124689	0.1273	0.126004	0.113788	0.115334	0.121094	0.11678	0.121001	0.124061	0.116142	0.114422	0.124156	0.111789	0.119835	0.12792	0.124281	0.119565	0.114094	0.0249646	0.0250523	0.0235628	0.0256647	0.0220034	0.0270268	0.0255869	0.0257096	0.027673	0.0261419	0.0248027	0.0257903	0.02571	0.0265126	0.0271961	0.0247104	0.0248901	0.0254849	0.0282544	0.0256687	0.0248567	0.0257891	0.0294057	0.0269737	8.25226	5.05602	4.29273	4.61333	5.8764	4.69756	5.46759	5.3443	5.08412	5.65195	5.46582	4.98146	5.04857	4.74337	5.50897	4.43238	4.41174	4.11187	5.04765	5.11932	4.92612	4.37548	4.66015	4.58727	5.26338	-1.60267	-1.60115	-1.62777	-1.59066	-1.65751	-1.5682	-1.59198	-1.5899	-1.55794	-1.58266	-1.6055	-1.58854	-1.5899	-1.57655	-1.56549	-1.60712	-1.60397	-1.59372	-1.54891	-1.5906	-1.60456	-1.58856	-1.53157	-1.56906	0.999735	64.7775	8.25445
1030	-140839	-140558	-280.719	0.131428	0.116426	0.110772	0.122073	0.12582	0.119988	0.127772	0.123075	0.126577	0.116204	0.121932	0.116208	0.117163	0.12041	0.107833	0.135609	0.117885	0.115048	0.119397	0.114312	0.118789	0.112887	0.114106	0.110776	0.0261862	0.0274505	0.0236902	0.0253926	0.0257688	0.0259264	0.0279489	0.0277977	0.0293905	0.0275031	0.0257172	0.0245078	0.0266789	0.0236583	0.0248882	0.0254653	0.0245765	0.0297086	0.0248903	0.0232639	0.0253363	0.0265782	0.0266526	0.022142	5.69973	5.78457	5.34022	5.03145	4.21462	4.87759	4.36218	4.96907	4.67782	4.88338	4.23596	5.32326	5.92814	5.78017	4.52508	4.5669	5.91866	4.83469	3.88186	4.22414	5.79215	4.99439	4.9521	5.08442	4.65886	-1.58193	-1.56145	-1.62543	-1.59529	-1.58891	-1.58626	-1.55363	-1.55599	-1.53179	-1.56062	-1.58978	-1.6107	-1.57383	-1.62602	-1.60401	-1.59405	-1.60948	-1.52712	-1.60397	-1.63332	-1.59626	-1.57547	-1.57426	-1.65478	0.998607	64.7775	5.70768
1040	-140857	-140576	-281.163	0.123333	0.110677	0.11605	0.122989	0.111472	0.129946	0.125797	0.10731	0.119952	0.114956	0.118695	0.116117	0.127919	0.127116	0.11214	0.12049	0.121716	0.116605	0.126603	0.117511	0.129516	0.117325	0.126388	0.116314	0.0274283	0.0235558	0.0225161	0.0254393	0.0221673	0.0267791	0.025571	0.0237037	0.0258866	0.0281097	0.0247847	0.0286082	0.0259091	0.026197	0.0232146	0.0308098	0.0284433	0.0269945	0.0243021	0.0252875	0.0261644	0.0263035	0.0250231	0.0233554	6.04069	4.8378	4.95908	5.40714	4.80999	4.88086	5.14378	5.25697	3.6194	5.22054	5.63052	4.64723	5.10853	4.0666	4.16338	5.95552	4.82015	5.15359	5.01627	4.5275	4.30926	5.92277	5.25072	4.98278	4.99645	-1.5618	-1.6279	-1.64751	-1.5945	-1.65429	-1.5722	-1.59225	-1.62518	-1.58692	-1.55114	-1.60582	-1.54351	-1.58655	-1.58175	-1.63424	-1.51131	-1.54602	-1.56873	-1.61436	-1.59709	-1.58229	-1.57999	-1.60166	-1.63161	0.998082	64.6134	6.05229
1050	-140833	-140548	-285.243	0.125007	0.123088	0.133167	0.111546	0.11213	0.127192	0.115715	0.109773	0.114639	0.126192	0.116563	0.122025	0.121225	0.130974	0.120078	0.12406	0.112904	0.127712	0.124588	0.127367	0.121934	0.118986	0.130166	0.129826	0.0240953	0.0263727	0.025948	0.0248375	0.0252271	0.0272299	0.025571	0.0268647	0.0238233	0.0282036	0.0256926	0.0241827	0.0251787	0.0274006	0.0246848	0.0266728	0.0255053	0.0243469	0.0235477	0.0260568	0.0263824	0.0251488	0.025326	0.0265226	4.12523	4.66386	5.0665	5.44786	4.8398	5.13205	4.94794	4.76534	4.87941	4.59717	4.6627	5.26683	4.6529	5.15078	4.38458	5.25739	4.6881	5.05363	4.56989	5.01051	4.14344	5.12436	5.09178	4.85174	4.95673	-1.61807	-1.57885	-1.5859	-1.60489	-1.59813	-1.56495	-1.59225	-1.57082	-1.623	-1.5497	-1.59019	-1.61649	-1.59897	-1.56224	-1.60757	-1.57393	-1.59337	-1.61356	-1.62805	-1.58408	-1.57869	-1.59948	-1.59643	-1.57638	0.99581	63.345	4.14259
1060	-140844	-140560	-283.633	0.121958	0.109458	0.118942	0.1244	0.111254	0.120084	0.107961	0.124707	0.120765	0.122379	0.120588	0.131763	0.11417	0.128907	0.118229	0.125644	0.107684	0.128587	0.125803	0.116333	0.1218	0.127092	0.12013	0.121181	0.0253473	0.0263598	0.02638	0.0233572	0.0250346	0.0276851	0.0241762	0.0295007	0.0275726	0.0290132	0.0285469	0.0264527	0.0261618	0.0289664	0.0246815	0.0247246	0.0281628	0.0267739	0.0259583	0.0255904	0.0245732	0.0277767	0.0244998	0.0251153	3.97092	4.74612	4.99426	5.03719	5.05941	5.29034	4.94794	4.70611	4.2044	4.8511	4.64433	5.3882	4.69589	4.76989	3.92738	4.47259	4.28653	4.55211	5.55928	4.61006	4.47778	4.69703	4.73918	5.01212	4.99241	-1.59607	-1.57906	-1.57872	-1.63158	-1.60146	-1.55775	-1.61661	-1.53017	-1.55952	-1.5374	-1.54444	-1.57753	-1.58233	-1.53811	-1.60763	-1.60687	-1.55032	-1.57229	-1.58572	-1.59192	-1.60954	-1.55632	-1.61084	-1.60006	0.997836	63.345	3.97953
1070	-140841	-140556	-284.866	0.111461	0.11434	0.136484	0.124302	0.121003	0.130502	0.12453	0.120253	0.120193	0.112463	0.137867	0.125695	0.116027	0.11703	0.120297	0.121746	0.125415	0.115989	0.125328	0.117271	0.122074	0.120313	0.122861	0.126943	0.0259273	0.0259366	0.0265244	0.0231543	0.0223137	0.0268706	0.0244328	0.025528	0.0251448	0.0246621	0.0249494	0.0263029	0.0262045	0.0258389	0.0255519	0.0237357	0.0260999	0.0267871	0.0253119	0.026316	0.0286139	0.0235386	0.0276587	0.0256183	3.69741	4.35906	5.18529	4.41601	4.14808	5.19904	4.10947	4.68491	5.74199	4.73078	4.31918	4.96881	5.24798	5.63917	4.54456	4.79835	4.52442	4.73496	3.76818	4.43599	4.86236	4.37063	4.77255	4.75658	4.48225	-1.58624	-1.58609	-1.57635	-1.63537	-1.65143	-1.57072	-1.61203	-1.59298	-1.59955	-1.60797	-1.60294	-1.58	-1.58162	-1.58773	-1.59258	-1.6246	-1.58336	-1.57207	-1.59667	-1.57978	-1.54342	-1.62822	-1.55817	-1.59145	0.991923	63.1678	3.72751
1080	-140859	-140575	-283.54	0.128997	0.139657	0.124732	0.119153	0.131579	0.111139	0.126642	0.117718	0.115605	0.124163	0.120396	0.135534	0.118629	0.148217	0.123883	0.126602	0.122904	0.115491	0.124533	0.120077	0.120359	0.122716	0.115412	0.135406	0.0265501	0.0267735	0.0246534	0.0263554	0.0253888	0.0252404	0.0259474	0.0263317	0.022213	0.0241288	0.0244532	0.0271679	0.0240747	0.0251915	0.0240843	0.0237357	0.0272856	0.0244807	0.0293238	0.0224744	0.0254356	0.0257461	0.0243265	0.0248026	4.69171	4.96831	4.36255	4.69243	4.60726	4.86335	4.85679	3.98308	5.94826	4.7632	4.69634	4.78077	4.8057	4.71817	5.16555	3.98536	4.3045	4.43535	5.15263	4.63849	5.53746	5.3908	4.85761	5.31436	4.82886	-1.57593	-1.57229	-1.60812	-1.57913	-1.59536	-1.5979	-1.58591	-1.57952	-1.65339	-1.61746	-1.61166	-1.56594	-1.61844	-1.59875	-1.61827	-1.6246	-1.56407	-1.61118	-1.53278	-1.64831	-1.59456	-1.58929	-1.61392	-1.6055	0.998881	63.1678	4.69696
1090	-140866	-140583	-282.853	0.116776	0.11014	0.130925	0.124635	0.129273	0.129563	0.127191	0.120341	0.119442	0.123646	0.114296	0.11658	0.133912	0.12244	0.120166	0.133207	0.121893	0.116485	0.128074	0.112014	0.118338	0.113943	0.125489	0.115729	0.026154	0.0256033	0.0224788	0.0255387	0.0280627	0.0240531	0.0258971	0.024081	0.0251839	0.0255528	0.0259095	0.0270124	0.0258538	0.0222054	0.0265381	0.0243369	0.0266556	0.0289168	0.0254994	0.0234973	0.0270104	0.0257831	0.0227712	0.0239598	7.1327	3.94438	5.05229	5.54682	4.49365	4.87006	5.37184	5.48464	4.5437	4.42429	4.27571	5.28561	4.15661	4.72047	5.70638	5.26462	4.59165	4.90605	4.30177	5.67208	4.75528	4.65344	3.88907	4.33871	4.54499	-1.58246	-1.5917	-1.64823	-1.5928	-1.55187	-1.61883	-1.58675	-1.61833	-1.59888	-1.59256	-1.58654	-1.56844	-1.58748	-1.65354	-1.57613	-1.61374	-1.57421	-1.53885	-1.59347	-1.62898	-1.56847	-1.58867	-1.64261	-1.62052	0.999683	63.1678	7.13496
1100	-140854	-140570	-284.589	0.119325	0.120007	0.130773	0.127828	0.117493	0.127183	0.130115	0.136653	0.114147	0.142542	0.132389	0.124358	0.123692	0.126052	0.121304	0.124443	0.120993	0.125747	0.124583	0.108218	0.107051	0.124831	0.117551	0.124389	0.0238563	0.0235342	0.0220377	0.0257958	0.0237415	0.0244806	0.0220934	0.0250351	0.0222205	0.0237467	0.025781	0.0238434	0.024469	0.0258135	0.0288264	0.0255151	0.0252189	0.0222741	0.0246974	0.0225009	0.0265997	0.0251328	0.0239973	0.0231595	4.63992	4.1075	5.05229	4.45998	4.78204	4.60485	4.38703	4.65835	5.68078	4.83233	5.12455	4.2433	4.93999	4.32905	5.85233	3.95633	5.56828	4.82423	5.41444	4.9669	5.11419	5.63578	4.58107	4.81996	5.21801	-1.6224	-1.6283	-1.65683	-1.58845	-1.62449	-1.61118	-1.65574	-1.60145	-1.65325	-1.6244	-1.5887	-1.62263	-1.61138	-1.58815	-1.54021	-1.5932	-1.59827	-1.6522	-1.60735	-1.6478	-1.57512	-1.59976	-1.61984	-1.63527	0.998801	63.1678	4.64549
1110	-140850	-140567	-282.782	0.117062	0.121931	0.124472	0.110478	0.123886	0.117078	0.118051	0.11891	0.123738	0.121949	0.115339	0.111752	0.124796	0.128768	0.118057	0.123655	0.115259	0.117879	0.127766	0.11515	0.123647	0.123713	0.120206	0.124003	0.0247253	0.02644	0.0250668	0.0226367	0.0261303	0.0276811	0.0235884	0.0246088	0.0253699	0.0242087	0.0254582	0.0242374	0.0241232	0.0274447	0.0262318	0.0274371	0.0269003	0.0248132	0.0268977	0.0235539	0.0237038	0.0247998	0.0230102	0.0251812	8.20878	5.45646	6.20489	4.90268	5.63822	4.84598	4.93731	6.26584	5.00485	4.5756	5.10571	4.95533	4.63061	4.5156	4.76182	4.49375	4.36705	4.57543	5.25219	4.49902	4.53514	5.54272	5.01908	5.71833	5.03366	-1.60686	-1.57774	-1.6009	-1.64519	-1.58286	-1.55782	-1.6273	-1.60891	-1.59568	-1.61603	-1.59417	-1.61551	-1.61757	-1.56154	-1.58117	-1.56166	-1.57024	-1.60532	-1.57028	-1.62794	-1.62518	-1.60555	-1.63808	-1.59892	0.99943	64.8892	8.21346
1120	-140855	-140574	-281.012	0.132562	0.124145	0.128371	0.119672	0.116138	0.119475	0.124693	0.1281	0.121757	0.131245	0.111459	0.119513	0.119409	0.122886	0.120618	0.115595	0.122468	0.128087	0.133434	0.131041	0.124621	0.121262	0.127402	0.128149	0.0274652	0.0209863	0.0257817	0.0280583	0.0254615	0.0266519	0.0233328	0.0233682	0.0248447	0.0264664	0.023419	0.0245076	0.0258012	0.0225615	0.0225237	0.0266764	0.0273854	0.0246361	0.0246033	0.0239283	0.0278232	0.0251553	0.0218753	0.0265408	4.29016	5.03103	4.57905	4.65274	5.3614	4.63291	5.00621	4.42931	4.77691	5.04168	5.2097	4.26423	3.73981	5.00043	4.51365	4.56362	4.53529	4.9579	4.90173	5.12579	4.17719	4.46244	4.59306	4.2898	5.1909	-1.56122	-1.67806	-1.58869	-1.55194	-1.59412	-1.57427	-1.63203	-1.63138	-1.60477	-1.57731	-1.63043	-1.6107	-1.58836	-1.64663	-1.64736	-1.57387	-1.56248	-1.60843	-1.60901	-1.62109	-1.55559	-1.59937	-1.66005	-1.57609	0.99807	63.9157	4.29846
1130	-140842	-140562	-280.13	0.12241	0.127679	0.126886	0.127207	0.12126	0.126761	0.124413	0.122418	0.130293	0.120529	0.118512	0.116038	0.128579	0.120632	0.113715	0.145542	0.135692	0.137829	0.118845	0.127202	0.113113	0.117841	0.110117	0.124661	0.0231854	0.0267535	0.0237826	0.0231602	0.026317	0.0229783	0.0243004	0.0224184	0.0271365	0.0244178	0.025761	0.0245076	0.0252154	0.0232242	0.0253158	0.0254269	0.0216377	0.0254776	0.0253236	0.0235564	0.0252947	0.0295004	0.0221678	0.0242209	5.27817	5.32843	4.97335	5.64602	5.07843	4.4858	4.63282	4.89413	5.34446	5.05748	4.67062	4.66653	5.21286	4.40093	5.61445	4.92779	5.2846	4.13236	5.41416	4.25618	4.96068	5.35754	4.65547	4.67766	4.43487	-1.63479	-1.57262	-1.62374	-1.63526	-1.57976	-1.63868	-1.61439	-1.64939	-1.56645	-1.61229	-1.58904	-1.6107	-1.59833	-1.63406	-1.59661	-1.59471	-1.66479	-1.59384	-1.59647	-1.62789	-1.59697	-1.53017	-1.65428	-1.61581	0.997474	65.343	5.29154
1140	-140845	-140563	-281.871	0.124394	0.112956	0.128111	0.126854	0.121716	0.125139	0.118956	0.121775	0.1237	0.12669	0.127058	0.118822	0.131258	0.127157	0.130399	0.116046	0.130142	0.130936	0.128618	0.129157	0.114063	0.131412	0.120737	0.121178	0.0244997	0.0239518	0.026897	0.0224088	0.0200786	0.0230514	0.024052	0.0251534	0.0222799	0.0253859	0.0234341	0.027274	0.0217026	0.022471	0.0251886	0.024268	0.0259231	0.0236503	0.0224227	0.0231064	0.0226861	0.0229453	0.0233976	0.0232653	4.45592	4.57287	5.37656	4.43633	4.58212	5.34096	4.20642	5.37086	4.57584	5.46801	6.15299	4.20988	4.44521	4.88777	4.34658	4.46381	4.99259	4.7823	4.78844	4.86849	4.28231	4.41487	4.6579	5.44033	4.27127	-1.61084	-1.62066	-1.5703	-1.64958	-1.69727	-1.6373	-1.61885	-1.5994	-1.65209	-1.59541	-1.63015	-1.56425	-1.66349	-1.64838	-1.5988	-1.61497	-1.58631	-1.62616	-1.64931	-1.63627	-1.64424	-1.63931	-1.63083	-1.63329	0.9979	64.0239	4.4653
1150	-140837	-140564	-273.093	0.121251	0.121074	0.121448	0.111725	0.126767	0.128639	0.123355	0.125644	0.118317	0.107538	0.124092	0.121127	0.124446	0.116809	0.12472	0.119932	0.125066	0.124314	0.129134	0.120459	0.117648	0.11923	0.121715	0.120428	0.0235897	0.0244822	0.0253092	0.0257548	0.0235283	0.0208835	0.0214611	0.023476	0.0231592	0.024807	0.0234454	0.023475	0.0227031	0.0265868	0.0217717	0.0242996	0.0242904	0.0245935	0.0221642	0.0263525	0.0233052	0.0205998	0.024384	0.0232864	4.94082	5.0751	4.82361	4.30093	4.95458	4.64167	5.07767	4.27211	5.32652	4.18026	4.65904	4.84638	5.23	4.22624	4.69788	4.06891	4.96765	5.43309	5.4917	4.65163	5.0681	5.67347	4.81356	5.58183	4.27127	-1.62728	-1.61115	-1.59672	-1.58914	-1.62841	-1.6802	-1.66835	-1.62938	-1.63528	-1.60543	-1.62994	-1.6294	-1.64392	-1.57533	-1.66211	-1.6144	-1.61457	-1.60918	-1.65435	-1.57918	-1.63255	-1.68614	-1.61289	-1.6329	0.997007	68.4209	4.95565
1160	-140845	-140572	-273.634	0.12321	0.119008	0.132568	0.120179	0.119492	0.124896	0.123538	0.106252	0.121202	0.127747	0.121603	0.1254	0.11863	0.131684	0.118734	0.115462	0.119943	0.130429	0.117892	0.117422	0.124989	0.12327	0.120249	0.127263	0.025753	0.0243561	0.0252506	0.0234482	0.024666	0.0237632	0.022143	0.0255726	0.0252036	0.0240364	0.0224902	0.0268512	0.0242427	0.0244459	0.0230083	0.0255608	0.0242167	0.0244586	0.0229067	0.0239266	0.0226026	0.0232859	0.0252261	0.023506	5.83493	4.96087	4.0243	4.87351	5.17592	5.11832	4.79696	4.02974	5.11432	4.02238	4.55229	5.32944	4.53036	5.43982	4.68272	5.79084	5.57642	5.33295	5.29718	4.53933	4.8057	4.95722	5.74269	4.78788	4.27127	-1.58917	-1.61339	-1.59773	-1.62989	-1.6079	-1.62409	-1.65476	-1.59222	-1.59854	-1.61913	-1.64801	-1.57104	-1.61542	-1.61179	-1.63812	-1.59242	-1.61589	-1.61157	-1.64004	-1.62112	-1.64584	-1.63291	-1.59815	-1.62882	0.997108	68.4209	5.85186
1170	-140855	-140567	-288.353	0.130746	0.121757	0.129233	0.125168	0.132598	0.119476	0.131638	0.122131	0.125958	0.115543	0.124914	0.134018	0.119309	0.107326	0.116335	0.114603	0.140854	0.105753	0.12043	0.131545	0.125173	0.120356	0.119995	0.119039	0.0227233	0.0304356	0.0261901	0.0250532	0.0222185	0.0233412	0.0239698	0.0274061	0.0241883	0.0235123	0.0278363	0.0251111	0.024341	0.0241563	0.0218952	0.0265947	0.0240523	0.0217674	0.0251602	0.0228897	0.0234274	0.026039	0.0263169	0.0227562	4.60128	4.23187	4.37105	5.54729	4.51215	4.59086	4.20408	4.49349	5.04006	5.26356	4.79909	4.71038	4.52223	4.60701	4.53364	6.31795	4.98909	5.50961	6.47458	4.64454	5.33965	4.71574	4.84444	4.99694	5.61749	-1.64353	-1.51662	-1.58186	-1.60114	-1.65329	-1.63188	-1.62034	-1.56215	-1.61639	-1.6287	-1.55539	-1.60013	-1.61366	-1.61697	-1.65965	-1.57521	-1.61884	-1.66219	-1.59929	-1.64036	-1.63028	-1.58438	-1.57976	-1.6429	0.995463	62.5202	4.62225
1180	-140855	-140573	-282.174	0.114963	0.117904	0.118767	0.122561	0.123333	0.108784	0.126143	0.10882	0.128877	0.121826	0.114865	0.127021	0.112156	0.116878	0.116752	0.125666	0.10346	0.125406	0.124713	0.134874	0.109914	0.125564	0.127349	0.121227	0.0247259	0.0233684	0.0232855	0.0298433	0.0288876	0.0238712	0.0251336	0.0256737	0.0245494	0.0262263	0.0261979	0.0227105	0.0251963	0.0222068	0.0251981	0.0243112	0.0213974	0.0238953	0.022976	0.0229581	0.0253142	0.0258777	0.025532	0.0233629	5.08982	4.46395	4.53286	5.02532	4.0981	5.09006	5.25484	4.69233	4.36167	4.83037	4.22918	4.86415	4.91389	4.80162	5.2792	5.50209	5.89977	4.56068	5.82739	5.16242	4.70991	4.62471	4.20899	6.14299	5.63286	-1.60685	-1.63137	-1.63291	-1.52515	-1.53929	-1.62213	-1.59975	-1.59051	-1.60996	-1.58126	-1.58173	-1.64377	-1.59866	-1.65351	-1.59863	-1.61419	-1.66964	-1.62169	-1.63872	-1.63906	-1.59664	-1.58707	-1.59292	-1.63147	0.998478	64.445	5.09758
1190	-140833	-140548	-285.297	0.123524	0.126141	0.126461	0.135375	0.146371	0.113185	0.136083	0.129572	0.1239	0.124678	0.124945	0.119846	0.119501	0.12856	0.119807	0.113805	0.125947	0.121342	0.119166	0.121069	0.120986	0.120038	0.115423	0.127417	0.0242583	0.0268148	0.0265602	0.0256218	0.0224984	0.0258734	0.0248088	0.0226425	0.0232922	0.0216678	0.023289	0.0263964	0.0218271	0.0250544	0.0238735	0.0257147	0.0240331	0.0222171	0.0261103	0.0228842	0.0243731	0.023854	0.022986	0.0251815	6.49624	4.97885	5.00058	4.8698	5.48259	5.00382	4.85024	4.64483	5.07564	4.52849	4.60365	5.09754	5.76942	4.91476	4.53744	5.52587	5.19924	5.02579	5.21424	5.70301	5.33558	4.65003	5.0832	4.47633	5.0237	-1.61514	-1.57163	-1.57577	-1.59139	-1.64785	-1.58715	-1.60539	-1.64508	-1.63279	-1.66419	-1.63285	-1.57845	-1.661	-1.60112	-1.62208	-1.58982	-1.61919	-1.65331	-1.58319	-1.64046	-1.61309	-1.62244	-1.63854	-1.59892	0.99433	64.445	6.53328
1200	-140840	-140562	-277.585	0.120773	0.11813	0.113508	0.125001	0.13064	0.117542	0.117904	0.124465	0.13049	0.127449	0.126407	0.128623	0.126774	0.111239	0.130271	0.12205	0.121931	0.120297	0.130849	0.125272	0.130451	0.132852	0.121943	0.115834	0.0216224	0.0224933	0.0252	0.0224677	0.0237875	0.0232828	0.0210299	0.02307	0.02116	0.0250542	0.0218505	0.0235749	0.0235513	0.0256651	0.0214137	0.0227528	0.021916	0.0234937	0.0219288	0.024095	0.023675	0.0261997	0.0244073	0.0233062	7.57452	5.40709	4.38545	4.3866	5.11582	5.00382	5.37903	5.44146	4.44688	4.74938	4.61778	5.35906	4.28471	3.99697	5.07707	5.7907	4.37898	5.39815	5.21424	4.32792	5.0019	4.68812	4.18572	4.72916	5.57816	-1.6651	-1.64795	-1.5986	-1.64844	-1.62365	-1.63297	-1.67716	-1.63695	-1.67448	-1.60112	-1.66054	-1.62755	-1.62798	-1.59066	-1.66931	-1.64296	-1.65924	-1.62905	-1.65898	-1.61807	-1.62571	-1.5817	-1.61248	-1.63253	0.996592	66.9112	7.60042
1210	-140843	-140566	-277.489	0.121423	0.118395	0.121818	0.131188	0.120886	0.109223	0.123454	0.122724	0.13007	0.116302	0.134596	0.121196	0.11824	0.129325	0.132376	0.117046	0.113776	0.123684	0.123085	0.119233	0.120141	0.120016	0.117597	0.117944	0.0218542	0.0238828	0.0218571	0.0245886	0.0251735	0.0229028	0.0222556	0.0232259	0.0239652	0.0249466	0.0259805	0.0247725	0.0223248	0.0246671	0.0254575	0.0246397	0.0263165	0.0235264	0.0247424	0.0249542	0.0246203	0.0252229	0.0230451	0.0239815	4.97504	4.24007	5.15723	6.13671	5.59834	5.51671	5.26187	4.80988	4.31927	5.29803	3.97241	5.62235	4.50448	5.16483	5.89939	5.19425	3.94315	4.48577	5.27191	5.4688	4.70164	4.79291	4.75499	4.8697	4.77162	-1.66046	-1.62191	-1.66041	-1.60927	-1.59906	-1.64011	-1.65256	-1.63403	-1.62042	-1.60299	-1.58535	-1.60603	-1.65121	-1.60788	-1.59418	-1.60837	-1.57977	-1.62844	-1.60656	-1.60286	-1.60871	-1.59821	-1.63742	-1.62012	0.997691	66.9112	4.98656
