Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	alpha[11]	alpha[12]	alpha[13]	alpha[14]	alpha[15]	alpha[16]	alpha[17]	alpha[18]	alpha[19]	alpha[20]	alpha[21]	alpha[22]	alpha[23]	alpha[24]	clock_rate[1]	clock_rate[2]	clock_rate[3]	clock_rate[4]	clock_rate[5]	clock_rate[6]	clock_rate[7]	clock_rate[8]	clock_rate[9]	clock_rate[10]	clock_rate[11]	clock_rate[12]	clock_rate[13]	clock_rate[14]	clock_rate[15]	clock_rate[16]	clock_rate[17]	clock_rate[18]	clock_rate[19]	clock_rate[20]	clock_rate[21]	clock_rate[22]	clock_rate[23]	clock_rate[24]	extinction	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	kappa[11]	kappa[12]	kappa[13]	kappa[14]	kappa[15]	kappa[16]	kappa[17]	kappa[18]	kappa[19]	kappa[20]	kappa[21]	kappa[22]	kappa[23]	kappa[24]	log_clock_rate[1]	log_clock_rate[2]	log_clock_rate[3]	log_clock_rate[4]	log_clock_rate[5]	log_clock_rate[6]	log_clock_rate[7]	log_clock_rate[8]	log_clock_rate[9]	log_clock_rate[10]	log_clock_rate[11]	log_clock_rate[12]	log_clock_rate[13]	log_clock_rate[14]	log_clock_rate[15]	log_clock_rate[16]	log_clock_rate[17]	log_clock_rate[18]	log_clock_rate[19]	log_clock_rate[20]	log_clock_rate[21]	log_clock_rate[22]	log_clock_rate[23]	log_clock_rate[24]	relativeExtinction	root	speciation
100	-140880	-140596	-284.117	0.115781	0.117033	0.118963	0.112969	0.119757	0.113623	0.122861	0.12151	0.112496	0.117394	0.121027	0.110441	0.113744	0.116659	0.118151	0.126023	0.122512	0.115081	0.115173	0.122134	0.110056	0.110538	0.107516	0.119402	0.0248031	0.0279164	0.028388	0.0297842	0.0266341	0.0231677	0.024423	0.0285787	0.0253999	0.0270926	0.0245914	0.0282248	0.0257711	0.0265111	0.0271259	0.0281349	0.0270518	0.0295033	0.0282989	0.0281776	0.0266328	0.0285012	0.0269961	0.0279204	5.84511	5.11618	4.32033	4.39408	4.98944	4.49154	4.30762	4.48849	4.68002	4.4521	5.18032	4.46753	4.72238	4.9719	4.37357	5.20404	5.50316	5.8428	5.0415	4.91392	4.24763	5.40828	4.37359	4.14224	4.16867	-1.60549	-1.55414	-1.54687	-1.52601	-1.57456	-1.63512	-1.6122	-1.54396	-1.59517	-1.56715	-1.60922	-1.54937	-1.58887	-1.57657	-1.56662	-1.55075	-1.5678	-1.53013	-1.54823	-1.5501	-1.57458	-1.54514	-1.5687	-1.55408	0.984703	65.0167	5.93591
110	-140875	-140595	-280.476	0.126449	0.12023	0.112723	0.115364	0.121378	0.122868	0.118558	0.119687	0.117306	0.119556	0.113141	0.117977	0.112829	0.124351	0.121361	0.112265	0.107612	0.134025	0.121541	0.113203	0.115857	0.115717	0.113209	0.109523	0.0250353	0.030068	0.0239807	0.0294767	0.0265889	0.0257047	0.0242308	0.025121	0.0260902	0.0253817	0.0261985	0.0301011	0.0263254	0.0265139	0.0282421	0.0246106	0.0271925	0.0278965	0.0270246	0.0273075	0.0267936	0.0265835	0.029843	0.0298715	5.28977	4.74727	5.69816	4.60804	4.64535	4.48815	5.11199	5.0641	5.03888	4.48493	5.3488	5.19981	4.62774	4.86062	4.29165	3.70609	5.06518	6.10546	4.51431	4.99572	4.2944	5.49661	4.63309	5.0777	5.5039	-1.60145	-1.5219	-1.62014	-1.53052	-1.5753	-1.58999	-1.61563	-1.59996	-1.58352	-1.59548	-1.58172	-1.52142	-1.57962	-1.57653	-1.5491	-1.60888	-1.56555	-1.55445	-1.56824	-1.56372	-1.57197	-1.57539	-1.52516	-1.52474	0.995329	65.0167	5.31459
120	-140868	-140588	-280.612	0.127637	0.126107	0.120171	0.107878	0.111963	0.109877	0.117163	0.120265	0.119769	0.13042	0.123215	0.117977	0.115551	0.124976	0.112028	0.108383	0.106489	0.118954	0.11482	0.121449	0.11814	0.118684	0.116307	0.114936	0.0267296	0.027338	0.0284404	0.0291026	0.0301774	0.0250403	0.0267398	0.026379	0.0297258	0.0288512	0.0270269	0.028582	0.027486	0.0272181	0.0275428	0.027045	0.0251052	0.0258045	0.0264667	0.0284688	0.0265947	0.0275228	0.0258665	0.0284116	8.78873	4.91685	4.74852	4.89886	4.14975	5.07529	4.63965	5.22997	4.63124	4.8329	5.0841	5.77256	4.66534	5.53206	4.48629	5.44341	4.69139	4.86665	4.64606	4.82039	4.46931	4.8979	4.47276	4.43564	4.47529	-1.57301	-1.56323	-1.54606	-1.53607	-1.52032	-1.60136	-1.57284	-1.57874	-1.52687	-1.53984	-1.5682	-1.54391	-1.56089	-1.56514	-1.55999	-1.56791	-1.60024	-1.5883	-1.5773	-1.54563	-1.5752	-1.56031	-1.58726	-1.5465	0.997755	65.0167	8.80851
130	-140866	-140585	-281.025	0.125518	0.119701	0.110014	0.119137	0.115041	0.123889	0.10482	0.104904	0.104111	0.111976	0.125841	0.117372	0.132888	0.114135	0.122116	0.114634	0.12832	0.11824	0.116161	0.127368	0.115815	0.116171	0.122429	0.117871	0.0268162	0.0256882	0.0248917	0.0282433	0.0282123	0.0250854	0.0262556	0.0277516	0.0258079	0.0262314	0.0275219	0.0271221	0.029613	0.0241858	0.0258831	0.0263359	0.0255948	0.0255326	0.025869	0.0254004	0.0282636	0.0277118	0.0271366	0.0267781	6.45943	4.37962	4.56953	4.81266	6.19818	5.50142	5.16894	4.22712	4.99271	5.23536	4.21289	4.75178	5.13975	4.94227	5.22004	5.57989	5.00573	4.58126	4.57938	5.35029	4.89186	5.3923	4.59636	5.48573	4.58053	-1.5716	-1.59027	-1.60395	-1.54908	-1.54956	-1.60058	-1.58078	-1.55671	-1.58825	-1.58118	-1.56032	-1.56668	-1.52852	-1.61644	-1.58698	-1.57945	-1.59185	-1.59291	-1.58722	-1.59516	-1.54877	-1.55734	-1.56644	-1.57222	0.996883	65.0167	6.47963
140	-140868	-140590	-277.947	0.107339	0.114068	0.118771	0.116788	0.109215	0.120817	0.129335	0.115986	0.131662	0.107458	0.109031	0.122629	0.122701	0.111958	0.128426	0.129269	0.112982	0.118495	0.129237	0.112615	0.117464	0.109384	0.124085	0.118575	0.0261669	0.0288293	0.026084	0.0257009	0.0282123	0.0226686	0.0274559	0.0258717	0.0253468	0.0293496	0.0281863	0.0271221	0.0285999	0.0264326	0.0246586	0.0276542	0.0255509	0.0297064	0.0248321	0.0254004	0.0262022	0.0233837	0.0239709	0.0260344	6.76754	4.68009	4.72288	4.70867	5.64081	5.07379	5.85903	4.62107	4.43815	5.06825	4.84533	4.35016	5.1798	4.71307	4.38783	4.49748	4.17802	4.26461	4.52109	4.81882	4.66961	4.76731	4.06593	5.2666	4.9544	-1.58225	-1.54017	-1.58363	-1.59005	-1.54956	-1.64458	-1.56136	-1.58717	-1.59608	-1.5324	-1.54996	-1.56668	-1.54364	-1.57786	-1.60803	-1.55824	-1.59259	-1.52715	-1.60499	-1.59516	-1.58166	-1.63109	-1.62032	-1.58445	0.998109	65.0167	6.78036
150	-140868	-140586	-282.264	0.129587	0.116971	0.11878	0.126978	0.118964	0.121565	0.124422	0.127256	0.107373	0.113965	0.119832	0.111755	0.115816	0.120411	0.117837	0.131122	0.127295	0.118656	0.111092	0.116811	0.110835	0.119888	0.133595	0.127839	0.0265645	0.0268141	0.0260151	0.0290392	0.0259383	0.027659	0.0283466	0.0258212	0.0260139	0.0244974	0.0268979	0.0272546	0.0254723	0.0242694	0.025037	0.0281021	0.0272458	0.0261341	0.0238801	0.0242367	0.0256319	0.0259342	0.0264155	0.0249945	6.17004	4.63257	5.7912	5.17649	5.04885	4.38545	5.4264	5.76394	4.22227	5.35676	4.69928	4.69113	5.52626	5.84943	4.93539	5.18459	4.0936	4.85245	4.38573	4.61201	4.63786	4.63094	4.7563	4.76384	5.45255	-1.5757	-1.57164	-1.58477	-1.53702	-1.58606	-1.55816	-1.5475	-1.58802	-1.58479	-1.61088	-1.57028	-1.56456	-1.59393	-1.61494	-1.60142	-1.55126	-1.5647	-1.58279	-1.62196	-1.61553	-1.59122	-1.58613	-1.57814	-1.60216	0.997961	64.2209	6.18265
160	-140887	-140604	-282.966	0.125615	0.115352	0.123013	0.121886	0.117364	0.120961	0.122997	0.119523	0.132495	0.116563	0.131028	0.113692	0.116991	0.123826	0.11114	0.115336	0.121	0.121589	0.113977	0.111342	0.124892	0.115599	0.125619	0.122868	0.0276696	0.0248542	0.0251861	0.0268056	0.0274844	0.0239334	0.0274296	0.0269042	0.0278151	0.0260086	0.0266836	0.0270818	0.0289452	0.0240375	0.0247853	0.0256933	0.0246481	0.0262252	0.028665	0.0268827	0.0258795	0.0293062	0.0282048	0.0252752	5.46177	4.67088	5.42995	3.7666	5.04885	4.99061	4.40353	5.89378	4.37181	4.76121	5.14604	5.36571	5.2337	4.71579	4.65794	3.94446	4.89158	4.47472	4.6946	5.23834	4.86556	5.46475	4.51253	5.97984	5.90598	-1.558	-1.6046	-1.59884	-1.57177	-1.56091	-1.621	-1.56178	-1.57018	-1.55572	-1.58488	-1.57376	-1.56732	-1.53842	-1.61911	-1.60581	-1.59018	-1.60822	-1.58128	-1.54265	-1.57053	-1.58704	-1.53304	-1.54968	-1.59731	0.999175	63.6556	5.46629
170	-140864	-140581	-283.266	0.120021	0.120507	0.118124	0.12722	0.119202	0.116364	0.134841	0.12429	0.114709	0.124312	0.115442	0.120805	0.123046	0.115551	0.12215	0.117385	0.117712	0.119614	0.129221	0.122173	0.122661	0.126486	0.113492	0.129519	0.0271594	0.0295931	0.0282696	0.0282374	0.0254013	0.0265276	0.0252725	0.0272862	0.0230069	0.028044	0.0266279	0.0251148	0.0249375	0.0297202	0.0262332	0.0260613	0.026877	0.0262252	0.029534	0.0272432	0.0300102	0.027527	0.0261368	0.0255618	5.35334	4.37552	4.9682	5.81616	5.02941	4.67964	5.51239	5.83462	4.9846	4.6042	5.34118	4.62836	4.66602	5.37182	4.53498	4.6223	4.70033	4.83724	5.60061	4.47849	5.47504	5.40135	4.78171	5.17489	6.40768	-1.56608	-1.52881	-1.54868	-1.54918	-1.59514	-1.5763	-1.59735	-1.56406	-1.63814	-1.55216	-1.57466	-1.60007	-1.60315	-1.52695	-1.58115	-1.584	-1.57062	-1.58128	-1.52968	-1.56474	-1.52273	-1.56024	-1.58275	-1.59241	0.999878	64.1835	5.35399
180	-140893	-140610	-283	0.116943	0.119754	0.126958	0.125924	0.130708	0.120436	0.122295	0.126037	0.121313	0.110021	0.111826	0.135134	0.123056	0.123659	0.11894	0.123171	0.12358	0.120123	0.121969	0.11486	0.130284	0.117713	0.135248	0.119249	0.02398	0.0247353	0.0319105	0.028572	0.0259643	0.0289658	0.0253871	0.0262782	0.0263847	0.02546	0.0237241	0.0226925	0.0264829	0.0265037	0.0250467	0.0261053	0.0228772	0.0254523	0.0257572	0.025845	0.0281666	0.0256424	0.0282024	0.0244796	4.71381	5.32353	4.29512	5.59017	5.7741	5.8401	4.47592	4.80101	5.3945	4.15585	4.97572	5.43586	4.87481	4.97748	5.7501	4.35152	4.70033	4.85526	4.88635	4.96205	5.18666	5.03977	4.96089	4.89394	4.26945	-1.62015	-1.60668	-1.49607	-1.54406	-1.58562	-1.53811	-1.59539	-1.5804	-1.57865	-1.59414	-1.62481	-1.64412	-1.57703	-1.57669	-1.60125	-1.58327	-1.6406	-1.59427	-1.5891	-1.58762	-1.55027	-1.59104	-1.54971	-1.6112	0.998293	64.1835	4.72187
190	-140873	-140594	-279.032	0.130512	0.112471	0.119675	0.124197	0.114496	0.121036	0.117382	0.131633	0.124685	0.112993	0.124711	0.124319	0.117532	0.120086	0.108616	0.124359	0.118168	0.122362	0.131391	0.124386	0.117376	0.119457	0.112465	0.122151	0.0239761	0.0263436	0.0269475	0.0278509	0.0274267	0.0255466	0.0316791	0.0256839	0.0270681	0.0231039	0.0251892	0.024998	0.0257643	0.0263306	0.0269933	0.0271982	0.025983	0.0268993	0.027247	0.0244612	0.0248246	0.0264604	0.030366	0.0274216	6.3108	4.45826	4.51826	5.05166	4.87961	4.85034	4.49723	5.23868	4.84232	5.4199	5.01739	4.41904	4.48575	4.82041	4.23042	4.83627	4.48738	5.01179	4.86392	4.5793	4.20276	5.40464	4.27345	5.05609	4.20088	-1.62022	-1.57932	-1.56948	-1.55516	-1.56183	-1.59267	-1.49923	-1.59034	-1.56754	-1.63631	-1.59879	-1.60209	-1.58898	-1.57954	-1.56874	-1.56546	-1.58531	-1.57026	-1.56468	-1.61152	-1.60512	-1.5774	-1.51761	-1.56191	0.999554	64.1835	6.31362
200	-140885	-140604	-281.291	0.121714	0.123492	0.124937	0.128728	0.122707	0.114606	0.112224	0.119435	0.117516	0.110896	0.122785	0.132397	0.13556	0.120828	0.123638	0.115399	0.114762	0.117629	0.119248	0.119139	0.130545	0.115143	0.115295	0.124744	0.0276022	0.0282458	0.0274888	0.0243195	0.0284339	0.0281529	0.0249631	0.0249617	0.0244077	0.0264351	0.0244489	0.0273358	0.0262513	0.0248175	0.0261696	0.0270236	0.0287734	0.0231109	0.0250361	0.0258588	0.0278379	0.0258821	0.0251583	0.0283862	4.67804	4.61411	4.84221	5.20705	4.9248	4.86808	4.79393	4.74366	5.50398	5.37312	5.69616	4.26699	4.71707	5.36068	5.90482	5.42478	4.27537	4.71805	5.53463	5.31115	4.61978	5.43108	4.61353	4.07453	4.1768	-1.55906	-1.54905	-1.56084	-1.61405	-1.54616	-1.55048	-1.6027	-1.60273	-1.61247	-1.57782	-1.61174	-1.56327	-1.58085	-1.60524	-1.5822	-1.56826	-1.54101	-1.63618	-1.60143	-1.58739	-1.55536	-1.587	-1.59932	-1.54689	0.997763	64.766	4.68853
