Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	alpha[11]	alpha[12]	alpha[13]	alpha[14]	alpha[15]	alpha[16]	alpha[17]	alpha[18]	alpha[19]	alpha[20]	alpha[21]	alpha[22]	alpha[23]	alpha[24]	clock_rate[1]	clock_rate[2]	clock_rate[3]	clock_rate[4]	clock_rate[5]	clock_rate[6]	clock_rate[7]	clock_rate[8]	clock_rate[9]	clock_rate[10]	clock_rate[11]	clock_rate[12]	clock_rate[13]	clock_rate[14]	clock_rate[15]	clock_rate[16]	clock_rate[17]	clock_rate[18]	clock_rate[19]	clock_rate[20]	clock_rate[21]	clock_rate[22]	clock_rate[23]	clock_rate[24]	extinction	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	kappa[11]	kappa[12]	kappa[13]	kappa[14]	kappa[15]	kappa[16]	kappa[17]	kappa[18]	kappa[19]	kappa[20]	kappa[21]	kappa[22]	kappa[23]	kappa[24]	log_clock_rate[1]	log_clock_rate[2]	log_clock_rate[3]	log_clock_rate[4]	log_clock_rate[5]	log_clock_rate[6]	log_clock_rate[7]	log_clock_rate[8]	log_clock_rate[9]	log_clock_rate[10]	log_clock_rate[11]	log_clock_rate[12]	log_clock_rate[13]	log_clock_rate[14]	log_clock_rate[15]	log_clock_rate[16]	log_clock_rate[17]	log_clock_rate[18]	log_clock_rate[19]	log_clock_rate[20]	log_clock_rate[21]	log_clock_rate[22]	log_clock_rate[23]	log_clock_rate[24]	relativeExtinction	root	speciation
590	-140674	-140383	-290.987	0.197484	0.176692	0.190835	0.204707	0.164653	0.173976	0.190179	0.171303	0.191667	0.163006	0.206217	0.201052	0.195971	0.196761	0.184389	0.170589	0.166591	0.170108	0.171661	0.180537	0.168904	0.164666	0.158538	0.176752	0.00909195	0.00755215	0.00782563	0.00856622	0.00852413	0.00824513	0.00896256	0.00688742	0.00770322	0.00791149	0.00910336	0.00835978	0.00740849	0.00819283	0.00766806	0.0076243	0.007408	0.00791329	0.00807564	0.00772562	0.00780989	0.00786957	0.00874256	0.00795394	6.40718	5.25727	4.64687	5.91131	4.91553	5.14156	4.72777	4.92033	4.67545	4.85098	5.51068	4.36507	5.12344	4.83262	5.00084	5.33509	5.98518	4.57011	4.25319	4.78043	4.80624	5.16321	5.21828	4.6458	5.56372	-2.04134	-2.12193	-2.10648	-2.06721	-2.06935	-2.0838	-2.04757	-2.16194	-2.11333	-2.10174	-2.0408	-2.07781	-2.13027	-2.08657	-2.11531	-2.1178	-2.1303	-2.10164	-2.09282	-2.11207	-2.10735	-2.10405	-2.05836	-2.09942	0.9993	67.6346	6.41167
600	-140670	-140376	-293.462	0.199716	0.187882	0.198414	0.178672	0.186131	0.20813	0.176664	0.18356	0.205908	0.187847	0.183052	0.192053	0.176016	0.182176	0.172019	0.182922	0.190804	0.16781	0.173608	0.196529	0.178712	0.177342	0.183839	0.182076	0.00918112	0.00835442	0.00827645	0.00876811	0.00808641	0.00808816	0.00791983	0.0084379	0.00708651	0.00830674	0.00870264	0.0084664	0.00881886	0.00792166	0.00771798	0.00789558	0.00858582	0.00890737	0.00848574	0.00794825	0.00861331	0.00833435	0.00784945	0.00781807	5.0884	5.36514	4.7999	5.75473	5.19392	4.11275	5.3775	5.12499	4.77436	5.15164	4.49146	5.28647	4.94081	4.23426	5.00084	4.72928	5.39086	4.6793	5.59131	5.74885	6.32111	4.58672	5.55693	4.909	5.17393	-2.0371	-2.07808	-2.08216	-2.05709	-2.09224	-2.09215	-2.10128	-2.07377	-2.14957	-2.08057	-2.06035	-2.0723	-2.05459	-2.10118	-2.1125	-2.10262	-2.06622	-2.05025	-2.07131	-2.09973	-2.06483	-2.07913	-2.10516	-2.1069	0.994976	66.5668	5.11409
610	-140673	-140375	-297.783	0.186547	0.181934	0.180426	0.187391	0.190889	0.177997	0.201229	0.181942	0.201639	0.181352	0.192805	0.174426	0.195251	0.181703	0.189929	0.172242	0.187089	0.179516	0.184151	0.174662	0.165111	0.166813	0.203754	0.205909	0.00738624	0.00776597	0.00890001	0.00727265	0.00726277	0.00845372	0.00887134	0.00926396	0.0075578	0.00731436	0.00736193	0.00868596	0.00837861	0.00763693	0.00825758	0.00869948	0.00889539	0.00734547	0.00855367	0.00676038	0.00861331	0.00744408	0.00885857	0.00789856	2.59048	6.02997	4.94536	5.26289	5.41	4.82447	4.18094	4.09635	5.26134	4.88141	5.72997	5.39479	5.46204	5.11224	4.61777	4.54155	4.63049	4.68692	5.17536	4.75813	4.67779	5.34166	5.39783	5.8994	4.88363	-2.13158	-2.1098	-2.05061	-2.13831	-2.1389	-2.07295	-2.05201	-2.0332	-2.1216	-2.13582	-2.13301	-2.06118	-2.07683	-2.11708	-2.08315	-2.06051	-2.05084	-2.13398	-2.06785	-2.17003	-2.06483	-2.12819	-2.05264	-2.10245	0.997041	63.9316	2.59816
620	-140689	-140395	-294.123	0.193154	0.186624	0.193721	0.195013	0.189948	0.1908	0.165322	0.171901	0.194743	0.175548	0.16893	0.186179	0.199418	0.17829	0.189579	0.18923	0.186454	0.167789	0.19055	0.179447	0.20151	0.180542	0.156782	0.187283	0.00850577	0.00902622	0.00812507	0.00777835	0.00781119	0.00798396	0.0078792	0.00856166	0.00875074	0.00759802	0.00918721	0.00871211	0.00748402	0.00828243	0.00826044	0.00759756	0.00774563	0.00851371	0.00825675	0.00865073	0.00854386	0.00716589	0.0081735	0.00872614	2.80316	5.59998	5.12819	5.4141	4.77193	4.7842	5.81552	5.8297	4.81751	4.29379	4.23146	4.47942	5.0397	5.3525	5.78054	4.69921	6.21918	5.38346	4.75078	5.04421	4.53288	6.04196	4.99778	6.11201	4.78437	-2.07029	-2.04449	-2.09017	-2.10911	-2.10728	-2.09778	-2.10352	-2.06744	-2.05796	-2.1193	-2.03682	-2.05988	-2.12587	-2.08184	-2.083	-2.11933	-2.11094	-2.06988	-2.08319	-2.06295	-2.06835	-2.14473	-2.08759	-2.05918	0.99009	66.3975	2.83122
630	-140687	-140397	-289.759	0.189793	0.192264	0.195554	0.184219	0.171504	0.177218	0.191389	0.179791	0.17678	0.175429	0.161206	0.195719	0.1768	0.164887	0.196818	0.184428	0.200299	0.174443	0.161941	0.17267	0.16903	0.165807	0.179381	0.205919	0.0100558	0.00741702	0.00838311	0.00798121	0.00878918	0.0076447	0.00796769	0.00847494	0.00815354	0.00877258	0.0080688	0.00803682	0.00782578	0.00915465	0.00821227	0.00825308	0.0076294	0.00792631	0.00828505	0.00740846	0.00875564	0.00840587	0.00852938	0.00830696	3.16415	5.66888	5.61979	5.09762	4.74265	4.40944	4.71812	6.15522	4.82048	5.31074	5.34669	5.54931	5.41558	4.50165	4.66421	5.35017	5.43593	4.06351	4.66477	5.04966	6.1123	4.93545	4.99715	5.02745	5.64031	-1.99758	-2.12977	-2.07659	-2.09793	-2.05605	-2.11664	-2.09867	-2.07186	-2.08865	-2.05687	-2.09319	-2.09492	-2.10647	-2.03836	-2.08554	-2.08338	-2.11751	-2.10093	-2.08171	-2.13027	-2.05771	-2.07542	-2.06908	-2.08056	0.998596	67.6209	3.1686
640	-140676	-140385	-290.644	0.187245	0.215009	0.193647	0.184925	0.19712	0.188044	0.210496	0.181476	0.180011	0.188385	0.193291	0.189394	0.188773	0.192647	0.202412	0.173689	0.203803	0.188817	0.181605	0.182088	0.192104	0.179256	0.166182	0.194238	0.00768441	0.00718878	0.00954215	0.00794524	0.00814956	0.00860835	0.00771971	0.00814952	0.00773936	0.00824042	0.00758109	0.00870194	0.00781958	0.0083218	0.00872284	0.00807126	0.00753241	0.0078466	0.008308	0.0082511	0.00831512	0.00922142	0.00907617	0.00781717	4.68799	5.52206	4.8262	4.96314	5.02032	5.11259	4.28914	5.05921	4.94781	4.42779	5.30612	4.20291	5.01834	4.53373	4.91473	5.09982	5.65138	5.35509	5.24109	6.15017	5.36498	4.762	4.77324	4.84705	5.18693	-2.11439	-2.14334	-2.02035	-2.09989	-2.08887	-2.06508	-2.1124	-2.08887	-2.11129	-2.08405	-2.12027	-2.06038	-2.10682	-2.07978	-2.05934	-2.09306	-2.12307	-2.10532	-2.0805	-2.08349	-2.08013	-2.0352	-2.0421	-2.10695	0.999198	66.8152	4.69175
650	-140672	-140381	-290.995	0.183198	0.189001	0.182557	0.20766	0.178207	0.210112	0.17218	0.181438	0.188051	0.177639	0.202077	0.200443	0.177901	0.173815	0.151881	0.196947	0.204387	0.198315	0.181589	0.189172	0.174503	0.176752	0.193704	0.16242	0.00781052	0.00878043	0.00969534	0.00833577	0.007596	0.00825478	0.00814473	0.00859256	0.00791077	0.00807731	0.00791288	0.007776	0.00788832	0.0087633	0.00835083	0.00777659	0.0085473	0.00806731	0.00795988	0.00788626	0.00813065	0.00698704	0.00828032	0.00783493	4.89201	4.94646	5.09039	4.42094	5.52591	5.69322	5.23424	4.45292	4.40147	4.47945	5.11634	4.9428	4.77495	4.60837	5.15131	5.4895	5.08208	5.26844	4.74865	4.82354	5.81235	4.82559	5.61816	4.94463	5.17049	-2.10732	-2.05648	-2.01344	-2.07905	-2.11942	-2.08329	-2.08912	-2.06588	-2.10178	-2.09273	-2.10167	-2.10924	-2.10302	-2.05733	-2.07827	-2.10921	-2.06817	-2.09327	-2.09909	-2.10313	-2.08987	-2.15571	-2.08195	-2.10596	0.998762	66.8152	4.89807
660	-140680	-140389	-290.613	0.190725	0.176859	0.18587	0.168162	0.179325	0.173937	0.202844	0.192979	0.178252	0.189542	0.197513	0.192244	0.202052	0.199889	0.195944	0.190421	0.195167	0.20953	0.183284	0.165717	0.187393	0.181645	0.198818	0.167111	0.00762524	0.00925143	0.00768766	0.00820428	0.00740416	0.00771679	0.00882588	0.00815316	0.0082874	0.00807731	0.00775253	0.00794478	0.00805378	0.00862604	0.00857282	0.00780341	0.00741719	0.00838613	0.00889931	0.0092658	0.00813065	0.00752317	0.00828032	0.00742769	2.77139	4.86317	5.01602	4.29291	4.77505	5.72929	4.67269	5.26847	5.72743	4.6454	4.4749	4.93737	4.77495	5.57278	5.37283	5.48875	5.55086	5.55931	4.3963	5.39331	4.58932	4.33129	4.24496	5.72369	5.38719	-2.11775	-2.03379	-2.11421	-2.08596	-2.13052	-2.11256	-2.05424	-2.08867	-2.08158	-2.09273	-2.11056	-2.09992	-2.094	-2.06419	-2.06688	-2.10772	-2.12976	-2.07644	-2.05064	-2.03312	-2.08987	-2.1236	-2.08195	-2.12915	0.998368	66.8152	2.77592
670	-140680	-140386	-293.819	0.202675	0.175772	0.199946	0.174374	0.161275	0.188978	0.206668	0.179248	0.179171	0.197404	0.173236	0.176341	0.186485	0.168117	0.184932	0.178347	0.178184	0.164685	0.190827	0.192053	0.181207	0.18642	0.182339	0.176979	0.00790783	0.00774317	0.00823696	0.00859552	0.00756842	0.00933036	0.00807795	0.00869331	0.00806441	0.0088144	0.00810245	0.00824465	0.0073772	0.007203	0.00838132	0.00875279	0.00832345	0.00838613	0.00919729	0.0081292	0.00782873	0.00786639	0.00831387	0.00868288	3.31539	6.39551	5.09247	4.53078	4.87311	4.9766	4.60281	4.90981	4.69995	5.09292	5.32634	5.557	5.78331	4.27142	4.86813	5.88613	5.20155	4.49234	5.43276	4.52746	5.63771	6.24482	5.38862	5.35134	4.45458	-2.10194	-2.11108	-2.08423	-2.06573	-2.12099	-2.0301	-2.0927	-2.06081	-2.09343	-2.05481	-2.09138	-2.08383	-2.13211	-2.14249	-2.07669	-2.05785	-2.0797	-2.07644	-2.03634	-2.08995	-2.10631	-2.10422	-2.0802	-2.06134	0.987279	66.8152	3.35811
680	-140665	-140377	-288.5	0.19135	0.185428	0.179298	0.192059	0.160997	0.18794	0.187653	0.177933	0.213975	0.190095	0.197971	0.196361	0.186134	0.171991	0.176098	0.174925	0.199111	0.195759	0.176157	0.199508	0.165624	0.18212	0.173939	0.203568	0.00786038	0.00759557	0.00814879	0.00825124	0.00859657	0.00881643	0.00784768	0.00855897	0.00774907	0.00773661	0.00748662	0.00781132	0.00832036	0.0075453	0.00757878	0.00855936	0.00756587	0.00901798	0.00842511	0.00808972	0.00771849	0.00772854	0.00754329	0.0080983	3.77616	4.89652	4.26965	5.08617	4.66351	4.57865	5.14912	6.4936	5.03665	4.77418	5.51329	4.78112	4.8322	4.55896	5.28836	4.84803	5.21048	4.75767	5.22576	4.75846	4.26044	5.42298	4.23483	5.03704	4.00111	-2.10456	-2.11944	-2.08891	-2.08348	-2.06567	-2.05471	-2.10526	-2.06758	-2.11075	-2.11145	-2.12571	-2.10728	-2.07986	-2.12232	-2.1204	-2.06756	-2.12114	-2.04489	-2.07442	-2.09207	-2.11247	-2.1119	-2.12244	-2.09161	0.999387	66.8152	3.77848
690	-140687	-140402	-284.62	0.188047	0.188791	0.181318	0.186661	0.170664	0.170605	0.202553	0.187325	0.16886	0.177842	0.19159	0.183818	0.200988	0.160365	0.180939	0.193289	0.198676	0.174919	0.177499	0.162287	0.197338	0.184574	0.180406	0.192895	0.00815272	0.00822501	0.00825259	0.00796009	0.00812758	0.00775999	0.00875151	0.00752997	0.00819094	0.00824254	0.00848313	0.00749278	0.00866037	0.00820169	0.00830226	0.0069573	0.00891001	0.00740484	0.00898472	0.00730447	0.0077453	0.00742488	0.0079243	0.00783753	2.28246	4.17227	5.31343	4.60472	5.04703	4.04611	5.02965	5.40256	4.92755	5.14368	5.51329	5.01549	5.17	5.44055	4.69638	4.54315	3.73421	4.59674	4.68476	6.06646	5.04647	4.94981	5.49753	5.25282	5.94437	-2.0887	-2.08486	-2.08341	-2.09908	-2.09004	-2.11014	-2.05792	-2.12321	-2.08667	-2.08394	-2.07144	-2.12536	-2.06246	-2.0861	-2.0808	-2.15756	-2.05012	-2.13048	-2.0465	-2.13641	-2.11096	-2.12931	-2.10104	-2.10582	0.996244	70.5347	2.29106
700	-140669	-140383	-285.698	0.179877	0.183015	0.178268	0.200857	0.194927	0.17186	0.16085	0.167827	0.179458	0.171345	0.187708	0.17622	0.165963	0.185939	0.202391	0.163387	0.165512	0.171049	0.188329	0.176532	0.165955	0.179346	0.170375	0.175668	0.00694155	0.00749342	0.00837644	0.00724996	0.00788775	0.00851598	0.00793652	0.00857759	0.00848	0.00870865	0.00816126	0.00787101	0.00796457	0.00891425	0.00772789	0.00860552	0.00822324	0.00931991	0.00766148	0.00791326	0.00759404	0.00742584	0.00912105	0.00828471	4.98799	4.80509	5.86968	4.59928	5.49126	4.99488	4.76351	5.32507	5.29188	4.90815	4.81488	4.61122	5.95181	4.86576	4.95019	5.11267	5.25286	5.19287	4.76407	5.20561	4.76972	5.12006	4.98247	5.38032	5.1209	-2.15854	-2.12532	-2.07694	-2.13966	-2.10305	-2.06977	-2.10037	-2.06663	-2.0716	-2.06005	-2.08824	-2.10397	-2.09884	-2.04992	-2.11194	-2.06522	-2.08496	-2.03059	-2.11569	-2.10164	-2.11953	-2.12925	-2.03996	-2.08172	0.997781	70.5347	4.99909
710	-140654	-140368	-285.738	0.190008	0.175765	0.184702	0.174783	0.168128	0.19768	0.178863	0.184877	0.184678	0.200574	0.184297	0.175735	0.196484	0.168515	0.179152	0.187569	0.175237	0.160432	0.155639	0.199513	0.187553	0.176242	0.176684	0.209963	0.00782471	0.00800694	0.00726878	0.00712237	0.00738623	0.00832016	0.0082107	0.00754578	0.00794061	0.00759042	0.00805992	0.00868136	0.00811612	0.0084873	0.00821611	0.00834872	0.00775909	0.00804247	0.00796743	0.00835647	0.00783681	0.00855369	0.00837983	0.00843571	4.60595	4.79011	5.04324	5.23121	5.5033	5.54005	4.99134	4.36334	5.93385	4.91285	5.22951	5.62654	5.29342	4.73192	5.24229	5.12359	5.42847	5.74388	4.82693	5.093	4.44789	5.67015	5.2416	5.09448	5.11016	-2.10653	-2.09653	-2.13854	-2.14738	-2.13158	-2.07987	-2.08562	-2.1223	-2.10015	-2.11973	-2.09367	-2.06141	-2.09065	-2.07123	-2.08533	-2.07838	-2.11019	-2.09461	-2.09868	-2.07798	-2.10586	-2.06785	-2.07676	-2.07388	0.999894	70.5347	4.60644
720	-140673	-140391	-282.34	0.183745	0.183697	0.19128	0.200035	0.16834	0.169173	0.196556	0.188268	0.195196	0.1833	0.167088	0.201809	0.167695	0.195552	0.171301	0.163289	0.177978	0.183675	0.185396	0.188227	0.169888	0.180983	0.198628	0.169847	0.00837236	0.00833982	0.00735497	0.00760026	0.00680644	0.00783367	0.00783081	0.00783266	0.00794024	0.00787383	0.00779932	0.00878651	0.00735126	0.00770399	0.00837505	0.00769109	0.00784675	0.00801122	0.00742773	0.00764426	0.00819663	0.00711367	0.00842182	0.00839701	4.0209	5.43585	5.08591	4.94178	5.25774	5.27057	3.92429	4.34164	5.24717	4.84011	4.8812	4.77827	4.65484	4.66479	5.26852	4.5963	5.05682	5.83295	5.51559	4.92192	5.33719	4.25391	6.21257	5.00344	4.7605	-2.07715	-2.07884	-2.13342	-2.11917	-2.16708	-2.10603	-2.10619	-2.10609	-2.10017	-2.10381	-2.10794	-2.05618	-2.13364	-2.11328	-2.07701	-2.11401	-2.10531	-2.0963	-2.12914	-2.11666	-2.08636	-2.14791	-2.07459	-2.07588	0.994414	72.0133	4.04348
730	-140673	-140387	-285.524	0.193025	0.212622	0.178171	0.186979	0.198141	0.195312	0.177841	0.178814	0.191159	0.187187	0.206541	0.190871	0.194441	0.180429	0.186669	0.201463	0.184783	0.187218	0.173794	0.169792	0.170704	0.160002	0.177434	0.173957	0.008233	0.00774007	0.00858793	0.00772629	0.00773269	0.00776504	0.00778385	0.00854626	0.00871656	0.00755049	0.00828556	0.00886206	0.00811902	0.00781928	0.00828066	0.00776183	0.00861919	0.00819217	0.00809258	0.00770648	0.00809614	0.00849063	0.00812827	0.0086517	4.178	4.47416	5.49199	4.59444	5.06287	5.19554	4.2693	4.37891	5.05967	4.39358	4.96448	5.19602	5.57791	5.28002	6.30074	5.32098	4.70544	5.9247	4.56594	5.52241	4.63286	4.13306	4.95269	5.47399	5.57853	-2.08444	-2.11126	-2.06611	-2.11203	-2.11167	-2.10986	-2.10881	-2.06822	-2.05966	-2.12202	-2.08168	-2.05247	-2.0905	-2.10683	-2.08194	-2.11004	-2.06453	-2.0866	-2.09191	-2.11314	-2.09172	-2.07106	-2.09	-2.0629	0.998461	69.5258	4.18444
740	-140670	-140386	-284.725	0.177894	0.195801	0.161558	0.19581	0.170482	0.184119	0.194094	0.187765	0.186934	0.164355	0.179498	0.183107	0.191918	0.186312	0.188647	0.186601	0.196242	0.155956	0.179727	0.166732	0.179156	0.184536	0.164252	0.185712	0.00816102	0.00824359	0.00906389	0.00659716	0.00837358	0.00959212	0.00792068	0.00796376	0.00720056	0.00863942	0.00750751	0.00766953	0.00811885	0.00853582	0.0076762	0.00771649	0.00724402	0.00807025	0.00816529	0.0073876	0.00848413	0.00919395	0.0077311	0.00779516	3.92033	5.37391	5.20346	5.28405	4.76139	4.69073	4.65487	4.51189	5.51915	4.99259	4.96592	5.28024	4.80629	5.14962	4.68398	4.49704	5.15576	4.96069	4.17137	4.44375	4.91887	4.55756	4.94209	5.55229	5.56765	-2.08826	-2.08388	-2.04269	-2.18064	-2.07709	-2.01809	-2.10124	-2.09888	-2.14263	-2.06352	-2.1245	-2.11523	-2.09051	-2.06875	-2.11485	-2.11258	-2.14002	-2.09311	-2.08803	-2.1315	-2.07139	-2.0365	-2.11176	-2.10818	0.995892	69.5258	3.93651
750	-140668	-140377	-291.629	0.181751	0.196653	0.179132	0.192811	0.197332	0.182667	0.175599	0.178276	0.18794	0.169336	0.161406	0.188629	0.188088	0.196156	0.18707	0.169927	0.18453	0.18351	0.170541	0.190195	0.183608	0.188492	0.194912	0.166092	0.00770447	0.00820445	0.0079088	0.0080914	0.00865402	0.00880645	0.00843451	0.00788002	0.0078649	0.00841864	0.00745971	0.00769004	0.00817655	0.00853582	0.00898383	0.00770986	0.00796069	0.00838892	0.00781731	0.00735507	0.00855943	0.00728389	0.00817622	0.00798734	4.87207	5.5613	5.32547	4.37575	4.61957	4.49093	4.61991	5.31142	5.39332	4.99259	4.71706	4.85555	5.32646	5.09938	4.93718	4.72226	5.48919	5.46177	5.50674	5.10046	4.94596	6.03471	4.4854	4.94811	5.29334	-2.11326	-2.08595	-2.10189	-2.09198	-2.06278	-2.0552	-2.07394	-2.10347	-2.10431	-2.07476	-2.12728	-2.11407	-2.08743	-2.06875	-2.04654	-2.11295	-2.09905	-2.07629	-2.10694	-2.13341	-2.06755	-2.13764	-2.08745	-2.0976	0.997408	66.8693	4.88473
760	-140681	-140393	-287.675	0.191306	0.186604	0.180973	0.194531	0.20536	0.164223	0.172372	0.185537	0.19908	0.166624	0.183815	0.190712	0.177872	0.172324	0.213065	0.176354	0.18453	0.170788	0.176589	0.188103	0.190833	0.202192	0.204035	0.176452	0.00799001	0.00752834	0.00772372	0.00694786	0.00826254	0.00803542	0.00738409	0.00862186	0.00871421	0.00761285	0.00862288	0.00863282	0.00762237	0.00739279	0.00862818	0.00796484	0.00913055	0.00780914	0.00730653	0.00858243	0.00802744	0.0081145	0.00827197	0.0077506	4.10483	5.55442	5.85452	4.91116	4.98958	4.40974	4.1175	4.97626	4.97866	5.31355	5.32184	4.59091	4.63651	5.7495	5.72365	4.94567	3.9956	4.88338	5.64503	5.03601	5.17217	5.64737	5.47019	4.57075	5.50349	-2.09745	-2.1233	-2.11217	-2.15815	-2.08289	-2.09499	-2.1317	-2.0644	-2.05977	-2.11845	-2.06435	-2.06385	-2.11791	-2.13119	-2.06408	-2.09882	-2.0395	-2.1074	-2.13629	-2.06639	-2.09542	-2.09074	-2.08239	-2.11066	0.993441	69.1874	4.13193
770	-140683	-140391	-292.156	0.183775	0.16287	0.174709	0.181274	0.175475	0.18162	0.207856	0.196316	0.191333	0.193184	0.184583	0.185499	0.171846	0.179452	0.175783	0.193497	0.195061	0.186576	0.182176	0.180306	0.183081	0.184573	0.2048	0.199007	0.00719225	0.00835717	0.0086746	0.00811912	0.00826254	0.00777825	0.0081346	0.0073851	0.00761828	0.00824534	0.00933348	0.00795377	0.00858638	0.00804322	0.00772382	0.00867116	0.00748071	0.0079413	0.00906621	0.00874571	0.00746265	0.00829482	0.00801048	0.00716256	4.25207	4.55607	4.93053	4.75315	5.88325	5.80815	4.52478	3.93819	5.00377	4.67706	5.30807	4.85838	4.97741	5.64551	4.95678	4.80227	4.96723	5.52145	5.51069	4.50657	5.67748	4.96863	5.11064	4.50728	4.27729	-2.14314	-2.07794	-2.06175	-2.09049	-2.08289	-2.10912	-2.08966	-2.13164	-2.11814	-2.08379	-2.02996	-2.09943	-2.06619	-2.09457	-2.11217	-2.06192	-2.12606	-2.10011	-2.04257	-2.05821	-2.12711	-2.08119	-2.09634	-2.14493	0.995829	65.9859	4.26988
780	-140669	-140376	-293.618	0.200436	0.181171	0.188557	0.173255	0.189358	0.176534	0.182689	0.208366	0.17933	0.203121	0.167783	0.194801	0.186749	0.187354	0.19031	0.183	0.196129	0.185275	0.19198	0.181709	0.175522	0.184117	0.187005	0.174027	0.00828185	0.00837983	0.00855032	0.00890657	0.00801488	0.00713425	0.00839416	0.00780123	0.00702021	0.00800065	0.00820181	0.00799586	0.00766559	0.00858698	0.00772382	0.00832553	0.00692242	0.00803795	0.00758895	0.00752898	0.00776399	0.00816639	0.00803692	0.00794982	5.76962	5.86221	5.54597	4.18405	4.52083	4.49646	5.39862	5.73033	4.96527	5.31106	4.7501	5.18574	4.17989	4.80287	4.69263	4.33083	5.004	5.49588	5.12738	4.92105	5.71315	4.48689	4.72691	5.88452	5.92387	-2.08187	-2.07676	-2.06802	-2.05029	-2.0961	-2.14665	-2.07602	-2.10784	-2.15365	-2.09687	-2.08609	-2.09713	-2.11545	-2.06616	-2.11217	-2.07959	-2.15974	-2.09485	-2.11982	-2.12326	-2.10992	-2.08797	-2.09491	-2.09964	0.999042	66.2501	5.77515
790	-140672	-140377	-294.053	0.1943	0.191086	0.185908	0.193959	0.198933	0.196465	0.17734	0.175318	0.206479	0.152955	0.207295	0.176562	0.189043	0.18914	0.174161	0.204345	0.200105	0.180803	0.194109	0.174463	0.193224	0.183744	0.195912	0.18462	0.0080707	0.00791077	0.00913457	0.00830035	0.00809261	0.00845099	0.00902998	0.00844769	0.00776464	0.00784715	0.00793652	0.00749556	0.0074898	0.00839531	0.00840938	0.00730369	0.00900754	0.00811063	0.00710924	0.0081716	0.00817468	0.00800148	0.00876848	0.00799867	3.61959	5.50981	4.74338	5.04023	4.49801	5.7871	4.40736	5.18727	5.44408	5.26183	4.7152	4.78239	4.25055	5.93631	5.11535	4.34017	5.34224	5.08664	4.9677	5.34075	4.80166	4.69028	4.34166	5.81744	5.22398	-2.09309	-2.10178	-2.03931	-2.0809	-2.09191	-2.07309	-2.04431	-2.07326	-2.10988	-2.10529	-2.10037	-2.1252	-2.12553	-2.07596	-2.07524	-2.13646	-2.04539	-2.09095	-2.14818	-2.08769	-2.08753	-2.09683	-2.05708	-2.09698	0.998783	64.956	3.624
800	-140687	-140393	-294.58	0.198377	0.201553	0.179292	0.195338	0.200238	0.189942	0.207925	0.195796	0.222382	0.192927	0.188321	0.181552	0.182951	0.177029	0.165611	0.209063	0.174726	0.220574	0.221892	0.182619	0.179652	0.187729	0.171737	0.190461	0.00768508	0.00870755	0.00813079	0.00804779	0.00825185	0.00767307	0.00867136	0.00740068	0.0082995	0.00688677	0.00837717	0.00892889	0.00877741	0.0068221	0.00892301	0.00707231	0.00807404	0.00725047	0.00813607	0.00772011	0.00911532	0.00848828	0.00865232	0.00831863	4.95486	5.15832	5.56429	5.00215	4.19108	4.52797	5.1695	6.44061	5.24221	4.2109	4.3243	4.51595	4.95571	5.36479	4.59224	4.50811	4.92172	5.36043	5.07013	5.09166	4.18202	4.69157	4.70315	4.79013	5.98142	-2.11435	-2.0601	-2.08987	-2.09432	-2.08345	-2.11503	-2.06191	-2.13073	-2.08095	-2.16198	-2.0769	-2.0492	-2.05663	-2.16608	-2.04949	-2.15044	-2.09291	-2.13963	-2.08959	-2.11238	-2.04023	-2.07118	-2.06287	-2.07995	0.999429	64.5527	4.95769
810	-140694	-140406	-288.823	0.189382	0.193327	0.173561	0.161838	0.199956	0.171289	0.185722	0.179467	0.165266	0.173825	0.217887	0.191525	0.189184	0.17223	0.168347	0.190195	0.181733	0.173967	0.174491	0.185611	0.176276	0.169904	0.187811	0.165168	0.00751899	0.00851387	0.00943005	0.00890732	0.00812191	0.00842213	0.00770865	0.00819222	0.00761323	0.00760549	0.00790068	0.00861372	0.00696893	0.00681651	0.00824392	0.00742318	0.00822224	0.00792464	0.00759402	0.00735321	0.00713532	0.00827318	0.0081339	0.00799045	2.86377	5.26752	5.01188	4.917	4.44003	4.24867	5.52052	4.91375	4.6331	4.88471	4.87866	5.04018	4.63737	6.53289	5.79317	5.17105	4.45328	4.63122	5.64773	4.61412	4.37125	4.56055	5.27813	4.8982	4.61122	-2.12384	-2.06987	-2.02549	-2.05025	-2.09034	-2.07458	-2.11302	-2.0866	-2.11843	-2.11887	-2.10234	-2.06481	-2.15683	-2.16644	-2.08387	-2.12941	-2.08501	-2.10102	-2.11953	-2.13352	-2.14659	-2.08233	-2.0897	-2.09743	0.99922	67.053	2.86601
