Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	alpha[11]	alpha[12]	alpha[13]	alpha[14]	alpha[15]	alpha[16]	alpha[17]	alpha[18]	alpha[19]	alpha[20]	alpha[21]	alpha[22]	alpha[23]	alpha[24]	clock_rate[1]	clock_rate[2]	clock_rate[3]	clock_rate[4]	clock_rate[5]	clock_rate[6]	clock_rate[7]	clock_rate[8]	clock_rate[9]	clock_rate[10]	clock_rate[11]	clock_rate[12]	clock_rate[13]	clock_rate[14]	clock_rate[15]	clock_rate[16]	clock_rate[17]	clock_rate[18]	clock_rate[19]	clock_rate[20]	clock_rate[21]	clock_rate[22]	clock_rate[23]	clock_rate[24]	extinction	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	kappa[11]	kappa[12]	kappa[13]	kappa[14]	kappa[15]	kappa[16]	kappa[17]	kappa[18]	kappa[19]	kappa[20]	kappa[21]	kappa[22]	kappa[23]	kappa[24]	log_clock_rate[1]	log_clock_rate[2]	log_clock_rate[3]	log_clock_rate[4]	log_clock_rate[5]	log_clock_rate[6]	log_clock_rate[7]	log_clock_rate[8]	log_clock_rate[9]	log_clock_rate[10]	log_clock_rate[11]	log_clock_rate[12]	log_clock_rate[13]	log_clock_rate[14]	log_clock_rate[15]	log_clock_rate[16]	log_clock_rate[17]	log_clock_rate[18]	log_clock_rate[19]	log_clock_rate[20]	log_clock_rate[21]	log_clock_rate[22]	log_clock_rate[23]	log_clock_rate[24]	relativeExtinction	root	speciation
100	-141638	-141326	-311.78	0.179981	0.160473	0.0908499	0.17493	0.171853	0.181428	0.186158	0.200075	0.175366	0.16285	0.184764	0.177868	0.170392	0.176343	0.170745	0.19075	0.18084	0.17057	0.160981	0.179562	0.182415	0.0594425	0.180006	0.177271	0.0108935	0.00903424	0.343088	0.0104492	0.010634	0.00938701	0.00935592	0.0094663	0.00946226	0.00962064	0.00997217	0.0108335	0.0109882	0.0107	0.0110267	0.00989419	0.0103729	0.00965019	0.00998405	0.0100612	0.00982406	1.85162	0.0102645	0.00949354	4.45713	4.7381	4.38102	6.16666	5.60993	5.6596	4.36477	4.80476	4.89179	5.39741	4.40249	4.70084	4.79277	4.92961	4.84883	5.02995	5.40446	4.92281	5.567	4.95798	4.77817	4.65343	5.539	4.5426	4.76199	-1.96283	-2.04411	-0.464594	-1.98092	-1.9733	-2.02747	-2.02891	-2.02382	-2.02401	-2.0168	-2.00121	-1.96523	-1.95908	-1.97062	-1.95756	-2.00462	-1.9841	-2.01546	-2.00069	-1.99735	-2.00771	0.267551	-1.98866	-2.02257	0.995375	58.1158	4.47784
110	-141646	-141343	-302.424	0.190103	0.17258	0.098229	0.165166	0.189859	0.185971	0.180354	0.180446	0.186565	0.190097	0.175832	0.159033	0.166049	0.156235	0.157409	0.198113	0.203773	0.174542	0.182818	0.174852	0.200745	0.0593449	0.179712	0.181822	0.0101033	0.0101586	0.211717	0.00895702	0.00986952	0.0104399	0.0110576	0.0109269	0.00954576	0.00929357	0.0111142	0.0104958	0.0105985	0.0109901	0.00998694	0.00977497	0.0090462	0.00992684	0.00913459	0.0105145	0.0100145	1.75475	0.0102521	0.0100603	4.9292	5.07193	4.89546	6.5511	5.54584	4.10219	4.77239	5.10582	5.14382	5.7186	4.92891	4.95709	4.55429	5.6302	4.24729	5.61823	4.33494	4.97437	4.79266	4.48209	4.8849	4.9071	5.84414	4.97569	4.20341	-1.99554	-1.99317	-0.674245	-2.04784	-2.0057	-1.9813	-1.95634	-1.9615	-2.02019	-2.03182	-1.95412	-1.97899	-1.97476	-1.959	-2.00057	-2.00988	-2.04353	-2.00319	-2.03931	-1.97821	-1.99937	0.244216	-1.98919	-1.99739	0.999608	60.839	4.93114
120	-141583	-141281	-302.555	0.18175	0.182071	0.110541	0.202172	0.185096	0.178441	0.165024	0.179416	0.191887	0.174203	0.173209	0.206103	0.16844	0.174894	0.197819	0.180356	0.168658	0.173479	0.171843	0.174241	0.168016	0.0595876	0.170999	0.198785	0.00951335	0.00948396	0.124349	0.0103053	0.0115167	0.0104684	0.0097095	0.00939548	0.0101726	0.00953943	0.00991368	0.0100344	0.00966293	0.00952676	0.00992652	0.0101068	0.00929765	0.00961437	0.00862029	0.0102216	0.010237	1.74958	0.00901816	0.00861418	4.00839	5.12549	4.6375	5.56224	4.62015	4.13943	5.29598	4.89612	4.96527	5.40849	5.56824	5.51579	5.26736	4.9338	5.4838	4.87205	5.57133	5.96413	4.74104	5.05309	4.73669	4.98481	5.8751	4.44768	4.54185	-2.02167	-2.02301	-0.905358	-1.98694	-1.93867	-1.98012	-2.0128	-2.02708	-1.99257	-2.02048	-2.00376	-1.99851	-2.01489	-2.02105	-2.0032	-1.99539	-2.03163	-2.01708	-2.06448	-1.99048	-1.98983	0.242935	-2.04488	-2.06479	0.998751	61.0839	4.0134
130	-141450	-141140	-309.9	0.178834	0.185677	0.120849	0.183469	0.198073	0.202272	0.198206	0.178611	0.164041	0.175013	0.199057	0.166888	0.165281	0.181533	0.182725	0.15786	0.173413	0.164099	0.191996	0.177661	0.176179	0.0595736	0.190296	0.183521	0.00951903	0.0100023	0.0584484	0.0102207	0.00962813	0.00933058	0.00830939	0.00944497	0.00941349	0.00947924	0.0100096	0.00952324	0.0100872	0.0094063	0.0095473	0.011107	0.00888333	0.0100033	0.00970633	0.0101017	0.0106476	1.7531	0.00972196	0.0103573	3.22507	4.23116	5.07809	5.14837	5.33358	4.68936	4.75587	5.39762	5.78391	5.40849	5.32465	4.61385	5.28678	5.63497	4.91452	4.61577	4.5093	4.72472	4.93036	5.5479	5.60754	5.04359	4.43174	5.11698	5.2195	-2.02141	-1.9999	-1.23323	-1.99052	-2.01646	-2.03009	-2.08043	-2.0248	-2.02625	-2.02323	-1.99958	-2.02122	-1.99623	-2.02658	-2.02012	-1.9544	-2.05142	-1.99986	-2.01295	-1.99561	-1.97275	0.243806	-2.01225	-1.98475	0.999423	58.7428	3.22693
140	-141249	-140938	-311.307	0.185436	0.164079	0.13989	0.158448	0.182	0.180418	0.188236	0.159723	0.16494	0.171896	0.171154	0.196758	0.188419	0.191283	0.18903	0.152213	0.188602	0.188447	0.16702	0.198993	0.173759	0.0597745	0.174833	0.184175	0.00900681	0.0115601	0.0206045	0.00968974	0.0103599	0.00905564	0.0100339	0.00915807	0.00989339	0.010139	0.0117599	0.00931919	0.00954875	0.0100987	0.0102997	0.0108319	0.00933366	0.00988687	0.0107132	0.0102154	0.00927511	1.84069	0.0109418	0.0107564	2.96358	4.81765	5.07711	5.14837	5.60022	4.83738	4.81235	4.89051	5.95491	4.8477	4.94979	5.15727	4.69207	5.38411	4.88099	5.53403	5.59704	5.2278	4.99866	4.66845	5.38977	5.01272	5.24264	5.88028	4.59897	-2.04543	-1.93704	-1.68604	-2.01369	-1.98464	-2.04308	-1.99853	-2.0382	-2.00466	-1.994	-1.9296	-2.03062	-2.02005	-1.99573	-1.98717	-1.9653	-2.02995	-2.00494	-1.97008	-1.99075	-2.03268	0.26498	-1.96091	-1.96833	0.990541	59.0363	2.99188
150	-141230	-140920	-310.06	0.161695	0.199982	0.156088	0.169657	0.195381	0.170597	0.167232	0.178367	0.187969	0.163279	0.165151	0.19543	0.191243	0.179208	0.187385	0.17212	0.185135	0.169345	0.174545	0.182257	0.182612	0.0570471	0.206116	0.18191	0.0117264	0.0100728	0.016734	0.00907428	0.00995411	0.0115721	0.00926847	0.0104743	0.00914979	0.00894967	0.00949737	0.0104561	0.0101613	0.00839646	0.00963654	0.0108817	0.0105829	0.0105686	0.00942649	0.0110026	0.0117099	2.1154	0.00950106	0.00910742	3.02848	5.20782	5.70703	5.07957	4.9825	5.99839	3.94064	4.64409	5.36902	5.10014	5.76065	4.54588	3.76865	5.61602	4.18962	5.45223	5.00166	5.39596	5.50592	4.72628	4.37851	5.31587	7.03148	4.43559	5.253	-1.93084	-1.99685	-1.7764	-2.04219	-2.002	-1.93659	-2.03299	-1.97987	-2.03859	-2.04819	-2.0224	-1.98063	-1.99305	-2.0759	-2.01608	-1.9633	-1.97539	-1.97598	-2.02565	-1.9585	-1.93145	0.325393	-2.02223	-2.0406	0.994685	59.0363	3.04466
160	-141187	-140888	-299.342	0.183376	0.16671	0.151025	0.169644	0.186872	0.185075	0.196886	0.166584	0.178793	0.17445	0.160874	0.160018	0.179739	0.179496	0.192224	0.189527	0.162948	0.182161	0.170874	0.158903	0.17575	0.0569454	0.193185	0.201542	0.0105305	0.0103493	0.0104415	0.0106849	0.0104585	0.00981224	0.0102758	0.0104537	0.0106059	0.0088088	0.0106712	0.00962966	0.00963203	0.00921088	0.0101049	0.0108485	0.00980594	0.00980836	0.0092125	0.0103278	0.010222	2.32777	0.00992037	0.0109687	4.72493	4.52613	4.86969	5.28875	4.41168	5.24973	4.94541	4.54479	4.16441	6.44581	4.82279	4.28911	4.05175	4.7487	4.74177	5.36704	4.53183	5.68546	4.84024	5.52442	5.63335	4.63334	5.28023	4.80472	5.19632	-1.97755	-1.98509	-1.98124	-1.97123	-1.98053	-2.00823	-1.98818	-1.98073	-1.97445	-2.05508	-1.97179	-2.01639	-2.01628	-2.0357	-1.99547	-1.96463	-2.00851	-2.0084	-2.03562	-1.98599	-1.99047	0.36694	-2.00347	-1.95985	0.999272	61.635	4.72837
170	-141185	-140891	-293.432	0.160168	0.178325	0.144007	0.15985	0.165645	0.183157	0.183634	0.172142	0.189996	0.172771	0.162516	0.150465	0.196452	0.167326	0.155632	0.175758	0.170592	0.194704	0.190224	0.182554	0.170682	0.0568997	0.174167	0.184256	0.0103436	0.0107189	0.00939009	0.00908325	0.0107531	0.0114715	0.0102758	0.00958353	0.00860406	0.0100728	0.00948099	0.00974691	0.00955613	0.00952988	0.0095342	0.0101654	0.00899019	0.00961026	0.0103591	0.0105537	0.0100618	2.14499	0.00953361	0.00874315	4.59556	4.41361	5.28175	5.25746	4.8307	4.22369	4.64484	5.07264	5.36862	4.9709	5.58383	5.60177	6.66602	5.03877	4.77268	4.65091	4.50717	4.65673	5.31873	5.29362	5.1347	4.7936	6.25922	4.40183	5.23726	-1.98533	-1.96985	-2.02733	-2.04176	-1.96846	-1.94038	-1.98818	-2.01847	-2.0653	-1.99685	-2.02315	-2.01113	-2.01972	-2.02091	-2.02072	-1.99287	-2.04623	-2.01726	-1.98468	-1.97659	-1.99732	0.331426	-2.02074	-2.05833	0.997503	64.6258	4.60706
180	-141194	-140895	-299.562	0.187606	0.181684	0.148916	0.179858	0.162289	0.176526	0.180371	0.202023	0.167351	0.163537	0.205646	0.191881	0.180111	0.166975	0.182808	0.162928	0.177586	0.185396	0.165628	0.161904	0.159775	0.0586938	0.171615	0.167278	0.0102308	0.00967586	0.0105925	0.00931584	0.0111532	0.00958897	0.00880169	0.00906037	0.00970356	0.00887159	0.00909522	0.0100239	0.00907641	0.00896963	0.0103569	0.0100877	0.011147	0.00967154	0.0101899	0.00923897	0.0100547	1.84092	0.0101024	0.00912227	3.21345	5.22121	5.39522	5.17697	4.8493	5.64457	5.52577	6.01413	5.29674	5.36925	5.38736	4.88913	6.31311	5.08375	5.98903	5.46054	5.03711	4.56313	5.31873	5.63204	5.1347	4.83984	5.58624	4.58316	5.3257	-1.99009	-2.01431	-1.975	-2.03078	-1.9526	-2.01823	-2.05543	-2.04285	-2.01307	-2.052	-2.04119	-1.99896	-2.04209	-2.04723	-1.98477	-1.99621	-1.95284	-2.0145	-1.99183	-2.03438	-1.99763	0.265036	-1.99557	-2.0399	0.999866	63.2979	3.21388
190	-141176	-140879	-296.927	0.172493	0.176858	0.161853	0.19481	0.172162	0.198278	0.172196	0.16868	0.163317	0.174471	0.174611	0.172373	0.177943	0.17398	0.167428	0.172782	0.168954	0.150712	0.18124	0.161132	0.161322	0.0591375	0.186881	0.174538	0.0101254	0.0114153	0.00864456	0.00914661	0.00908735	0.00966995	0.00972054	0.0104542	0.00958119	0.00963814	0.00999471	0.00899364	0.00887213	0.00977978	0.0086544	0.0100877	0.0102134	0.00957874	0.00931146	0.0104929	0.00930149	1.92923	0.00908314	0.00971873	4.01579	4.71568	4.86422	4.77492	5.25269	6.54692	3.8741	5.13343	5.175	5.36925	5.18345	4.49574	5.03003	5.22496	5.28164	4.94921	5.61583	5.72653	5.20339	5.10587	4.91322	4.56745	5.7203	4.39829	5.02517	-1.99459	-1.94251	-2.06326	-2.03874	-2.04156	-2.01458	-2.01231	-1.98071	-2.01858	-2.01601	-2.00023	-2.04606	-2.05197	-2.00967	-2.06276	-1.99621	-1.99083	-2.01869	-2.03098	-1.97911	-2.03145	0.285384	-2.04176	-2.01239	0.996485	63.2979	4.02996
200	-141181	-140874	-306.255	0.175946	0.189462	0.165156	0.19177	0.200165	0.174326	0.166238	0.190689	0.183555	0.172071	0.174841	0.174742	0.183444	0.162081	0.188376	0.167056	0.169435	0.169669	0.161594	0.174111	0.176696	0.0586563	0.192747	0.179906	0.01025	0.00971595	0.00863377	0.0097881	0.00913324	0.0101778	0.00921062	0.00873439	0.0105745	0.00884944	0.00925008	0.00936912	0.00897497	0.00953975	0.00987221	0.0099198	0.0100227	0.0090795	0.0100339	0.00907099	0.0101812	1.83291	0.00942583	0.0090776	3.05526	4.58223	4.58846	5.20358	4.87524	4.73368	4.64294	4.51775	4.19506	5.14202	5.73957	4.25936	5.3024	5.06431	5.31135	5.21993	4.7442	4.88297	5.79414	5.86237	4.39833	5.16296	7.14409	5.26624	5.0136	-1.98928	-2.01251	-2.0638	-2.0093	-2.03938	-1.99235	-2.03571	-2.05877	-1.97574	-2.05308	-2.03385	-2.0283	-2.04697	-2.02046	-2.00559	-2.0035	-1.99902	-2.04194	-1.99853	-2.04235	-1.9922	0.263141	-2.02568	-2.04203	0.980122	61.0424	3.11722
